ds,traffic_real,traffic_forecast_without_corona,delta,delta_percent,znr
2020-12-13,27552,19311,8241,42.68,1220
2020-12-14,27552,28373,-821,-2.89,1220
2020-12-15,27552,30307,-2755,-9.09,1220
2020-12-16,27552,30267,-2715,-8.97,1220
2020-12-17,27552,30227,-2675,-8.85,1220
2020-12-18,27552,29772,-2220,-7.46,1220
2020-12-19,27552,21936,5616,25.6,1220
2020-12-20,27552,19136,8416,43.98,1220
2020-12-21,27552,28098,-546,-1.94,1220
2020-12-22,27552,29927,-2375,-7.94,1220
2020-12-23,27552,29780,-2228,-7.48,1220
2020-12-24,27552,29629,-2077,-7.01,1220
2020-12-25,27552,29065,-1513,-5.21,1220
2020-12-26,27552,21122,6430,30.44,1220
2020-12-27,27552,18222,9330,51.2,1220
2020-12-28,27552,27090,462,1.71,1220
2020-12-29,27552,28834,-1282,-4.45,1220
2020-12-30,27552,28612,-1060,-3.7,1220
2020-12-31,27552,28401,-849,-2.99,1220
2021-01-01,22198,27790,-5592,-20.12,1220
2021-01-02,22198,19816,2382,12.02,1220
2021-01-03,22198,16900,5298,31.35,1220
2021-01-04,22198,25769,-3571,-13.86,1220
2021-01-05,22198,27531,-5333,-19.37,1220
2021-01-06,22198,27344,-5146,-18.82,1220
2021-01-07,22198,27184,-4986,-18.34,1220
2021-01-08,22198,26638,-4440,-16.67,1220
2021-01-09,22198,18743,3455,18.43,1220
2021-01-10,22198,15918,6280,39.45,1220
2021-01-11,22198,24888,-2690,-10.81,1220
2021-01-12,22198,26760,-4562,-17.05,1220
2021-01-13,22198,26688,-4490,-16.82,1220
2021-01-14,22198,26647,-4449,-16.7,1220
2021-01-15,22198,26222,-4024,-15.35,1220
2021-01-16,22198,18446,3752,20.34,1220
2021-01-17,22198,15738,6460,41.05,1220
2021-01-18,22198,24820,-2622,-10.56,1220
2021-01-19,22198,26795,-4597,-17.16,1220
2021-01-20,22198,26819,-4621,-17.23,1220
2021-01-21,22198,26862,-4664,-17.36,1220
2021-01-22,22198,26510,-4312,-16.27,1220
2021-01-23,22198,18794,3404,18.11,1220
2021-01-24,22198,16132,6066,37.6,1220
2021-01-25,22198,25248,-3050,-12.08,1220
2021-01-26,22198,27244,-5046,-18.52,1220
2021-01-27,22198,27275,-5077,-18.61,1220
2021-01-28,22198,27314,-5116,-18.73,1220
2021-01-29,22198,26947,-4749,-17.62,1220
2021-01-30,22198,19207,2991,15.57,1220
2021-01-31,22198,16513,5685,34.43,1220
2021-02-01,25311,25589,-278,-1.09,1220
2021-02-02,25311,27542,-2231,-8.1,1220
2021-02-03,25311,27527,-2216,-8.05,1220
2021-02-04,25311,27519,-2208,-8.02,1220
2021-02-05,25311,27107,-1796,-6.63,1220
2021-02-06,25311,19324,5987,30.98,1220
2021-02-07,25311,16591,8720,52.56,1220
2021-02-08,25311,25635,-324,-1.26,1220
2021-02-09,25311,27563,-2252,-8.17,1220
2021-02-10,25311,27531,-2220,-8.06,1220
2021-02-11,25311,27514,-2203,-8.01,1220
2021-02-12,25311,27102,-1791,-6.61,1220
2021-02-13,25311,19329,5982,30.95,1220
2021-02-14,25311,16615,8696,52.34,1220
2021-02-15,25311,25686,-375,-1.46,1220
2021-02-16,25311,27648,-2337,-8.45,1220
2021-02-17,25311,27658,-2347,-8.49,1220
2021-02-18,25311,27689,-2378,-8.59,1220
2021-02-19,25311,27329,-2018,-7.38,1220
2021-02-20,25311,19611,5700,29.07,1220
2021-02-21,25311,16953,8358,49.3,1220
2021-02-22,25311,26081,-770,-2.95,1220
2021-02-23,25311,28097,-2786,-9.92,1220
2021-02-24,25311,28158,-2847,-10.11,1220
2021-02-25,25311,28236,-2925,-10.36,1220
2021-02-26,25311,27916,-2605,-9.33,1220
2021-02-27,25311,20231,5080,25.11,1220
2021-02-28,25311,17599,7712,43.82,1220
2021-03-01,26620,26743,-123,-0.46,1220
2021-03-02,26620,28767,-2147,-7.46,1220
2021-03-03,26620,28826,-2206,-7.65,1220
2021-03-04,26620,28893,-2273,-7.87,1220
2021-03-05,26620,28553,-1933,-6.77,1220
2021-03-06,26620,20840,5780,27.74,1220
2021-03-07,26620,18172,8448,46.49,1220
2021-03-08,26620,27273,-653,-2.39,1220
2021-03-09,26620,29248,-2628,-8.99,1220
2021-03-10,26620,29255,-2635,-9.01,1220
2021-03-11,26620,29264,-2644,-9.03,1220
2021-03-12,26620,28866,-2246,-7.78,1220
2021-03-13,26620,21094,5526,26.2,1220
2021-03-14,26620,18367,8253,44.93,1220
2021-03-15,26620,27412,-792,-2.89,1220
2021-03-16,26620,29335,-2715,-9.26,1220
2021-03-17,26620,29291,-2671,-9.12,1220
2021-03-18,26620,29257,-2637,-9.01,1220
2021-03-19,26620,28820,-2200,-7.63,1220
2021-03-20,26620,21015,5605,26.67,1220
2021-03-21,26620,18262,8358,45.77,1220
2021-03-22,26620,27288,-668,-2.45,1220
2021-03-23,26620,29196,-2576,-8.82,1220
2021-03-24,26620,29146,-2526,-8.67,1220
2021-03-25,26620,29110,-2490,-8.55,1220
2021-03-26,26620,28677,-2057,-7.17,1220
2021-03-27,26620,20880,5740,27.49,1220
2021-03-28,26620,18139,8481,46.76,1220
2021-03-29,26620,27178,-558,-2.05,1220
2021-03-30,26620,29104,-2484,-8.53,1220
2021-03-31,26620,29071,-2451,-8.43,1220
2021-04-01,24900,29053,-4153,-14.29,1220
2021-04-02,24900,28637,-3737,-13.05,1220
2021-04-03,24900,20855,4045,19.4,1220
2021-04-04,24900,18128,6772,37.36,1220
2021-04-05,24900,27180,-2280,-8.39,1220
2021-04-06,24900,29115,-4215,-14.48,1220
2021-04-07,24900,29088,-4188,-14.4,1220
2021-04-08,24900,29074,-4174,-14.36,1220
2021-04-09,24900,28659,-3759,-13.12,1220
2021-04-10,24900,20877,4023,19.27,1220
2021-04-11,24900,18148,6752,37.21,1220
2021-04-12,24900,27195,-2295,-8.44,1220
2021-04-13,24900,29125,-4225,-14.51,1220
2021-04-14,24900,29094,-4194,-14.42,1220
2021-04-15,24900,29075,-4175,-14.36,1220
2021-04-16,24900,28658,-3758,-13.11,1220
2021-04-17,24900,20874,4026,19.29,1220
2021-04-18,24900,18146,6754,37.22,1220
2021-04-19,24900,27198,-2298,-8.45,1220
2021-04-20,24900,29136,-4236,-14.54,1220
2021-04-21,24900,29116,-4216,-14.48,1220
2021-04-22,24900,29113,-4213,-14.47,1220
2021-04-23,24900,28714,-3814,-13.28,1220
2021-04-24,24900,20954,3946,18.83,1220
2021-04-25,24900,18251,6649,36.43,1220
2021-04-26,24900,27332,-2432,-8.9,1220
2021-04-27,24900,29301,-4401,-15.02,1220
2021-04-28,24900,29313,-4413,-15.05,1220
2021-04-29,24900,29343,-4443,-15.14,1220
2021-04-30,24900,28977,-4077,-14.07,1220
2021-05-01,28899,21248,7651,36.01,1220
2021-05-02,28899,18574,10325,55.59,1220
2021-05-03,28899,27680,1219,4.4,1220
2021-05-04,28899,29670,-771,-2.6,1220
2021-05-05,28899,29699,-800,-2.69,1220
2021-05-06,28899,29739,-840,-2.82,1220
2021-05-07,28899,29377,-478,-1.63,1220
2021-05-08,28899,21645,7254,33.51,1220
2021-05-09,28899,18961,9938,52.41,1220
2021-05-10,28899,28050,849,3.03,1220
2021-05-11,28899,30016,-1117,-3.72,1220
2021-05-12,28899,30015,-1116,-3.72,1220
2021-05-13,28899,30018,-1119,-3.73,1220
2021-05-14,28899,29614,-715,-2.41,1220
2021-05-15,28899,21837,7062,32.34,1220
2021-05-16,28899,19104,9795,51.27,1220
2021-05-17,28899,28143,756,2.69,1220
2021-05-18,28899,30057,-1158,-3.85,1220
2021-05-19,28899,30005,-1106,-3.69,1220
2021-05-20,28899,29960,-1061,-3.54,1220
2021-05-21,28899,29512,-613,-2.08,1220
2021-05-22,28899,21694,7205,33.21,1220
2021-05-23,28899,18927,9972,52.69,1220
2021-05-24,28899,27938,961,3.44,1220
2021-05-25,28899,29832,-933,-3.13,1220
2021-05-26,28899,29769,-870,-2.92,1220
2021-05-27,28899,29720,-821,-2.76,1220
2021-05-28,28899,29277,-378,-1.29,1220
2021-05-29,28899,21473,7426,34.58,1220
2021-05-30,28899,18728,10171,54.31,1220
2021-05-31,28899,27768,1131,4.07,1220
2021-06-01,31022,29698,1324,4.46,1220
2021-06-02,31022,29675,1347,4.54,1220
2021-06-03,31022,29671,1351,4.55,1220
2021-06-04,31022,29275,1747,5.97,1220
2021-06-05,31022,21518,9504,44.17,1220
2021-06-06,31022,18819,12203,64.84,1220
2021-06-07,31022,27902,3120,11.18,1220
2021-06-08,31022,29871,1151,3.85,1220
2021-06-09,31022,29880,1142,3.82,1220
2021-06-10,31022,29901,1121,3.75,1220
2021-06-11,31022,29520,1502,5.09,1220
2021-06-12,31022,21768,9254,42.51,1220
2021-06-13,31022,19063,11959,62.73,1220
2021-06-14,31022,28129,2893,10.28,1220
2021-06-15,31022,30068,954,3.17,1220
2021-06-16,31022,30035,987,3.29,1220
2021-06-17,31022,30002,1020,3.4,1220
2021-06-18,31022,29556,1466,4.96,1220
2021-06-19,31022,21730,9292,42.76,1220
2021-06-20,31022,18942,12080,63.77,1220
2021-06-21,31022,27917,3105,11.12,1220
2021-06-22,31022,29760,1262,4.24,1220
2021-06-23,31022,29628,1394,4.71,1220
2021-06-24,31022,29496,1526,5.17,1220
2021-06-25,31022,28951,2071,7.15,1220
2021-06-26,31022,21029,9993,47.52,1220
2021-06-27,31022,18151,12871,70.91,1220
2021-06-28,31022,27044,3978,14.71,1220
2021-06-29,31022,28815,2207,7.66,1220
2021-06-30,31022,28622,2400,8.39,1220
2021-07-01,31017,28441,2576,9.06,1220
2021-07-02,31017,27863,3154,11.32,1220
2021-07-03,31017,19922,11095,55.69,1220
2021-07-04,31017,17041,13976,82.01,1220
2021-07-05,31017,25946,5071,19.54,1220
2021-07-06,31017,27744,3273,11.8,1220
2021-07-07,31017,27593,3424,12.41,1220
2021-07-08,31017,27469,3548,12.92,1220
2021-07-09,31017,26958,4059,15.06,1220
2021-07-10,31017,19096,11921,62.43,1220
2021-07-11,31017,16303,14714,90.25,1220
2021-07-12,31017,25302,5715,22.59,1220
2021-07-13,31017,27199,3818,14.04,1220
2021-07-14,31017,27148,3869,14.25,1220
2021-07-15,31017,27123,3894,14.36,1220
2021-07-16,31017,26709,4308,16.13,1220
2021-07-17,31017,18937,12080,63.79,1220
2021-07-18,31017,16226,14791,91.16,1220
2021-07-19,31017,25298,5719,22.61,1220
2021-07-20,31017,27256,3761,13.8,1220
2021-07-21,31017,27254,3763,13.81,1220
2021-07-22,31017,27263,3754,13.77,1220
2021-07-23,31017,26868,4149,15.44,1220
2021-07-24,31017,19102,11915,62.38,1220
2021-07-25,31017,16380,14637,89.36,1220
2021-07-26,31017,25428,5589,21.98,1220
2021-07-27,31017,27348,3669,13.42,1220
2021-07-28,31017,27297,3720,13.63,1220
2021-07-29,31017,27246,3771,13.84,1220
2021-07-30,31017,26783,4234,15.81,1220
2021-07-31,31017,18943,12074,63.74,1220
2021-08-01,27936,16144,11792,73.04,1220
2021-08-02,27936,25113,2823,11.24,1220
2021-08-03,27936,26957,979,3.63,1220
2021-08-04,27936,26832,1104,4.11,1220
2021-08-05,27936,26715,1221,4.57,1220
2021-08-06,27936,26196,1740,6.64,1220
2021-08-07,27936,18310,9626,52.57,1220
2021-08-08,27936,15479,12457,80.48,1220
2021-08-09,27936,24430,3506,14.35,1220
2021-08-10,27936,26272,1664,6.33,1220
2021-08-11,27936,26162,1774,6.78,1220
2021-08-12,27936,26077,1859,7.13,1220
2021-08-13,27936,25607,2329,9.1,1220
2021-08-14,27936,17786,10150,57.07,1220
2021-08-15,27936,15036,12900,85.79,1220
2021-08-16,27936,24083,3853,16.0,1220
2021-08-17,27936,26033,1903,7.31,1220
2021-08-18,27936,26042,1894,7.27,1220
2021-08-19,27936,26085,1851,7.1,1220
2021-08-20,27936,25748,2188,8.5,1220
2021-08-21,27936,18063,9873,54.66,1220
2021-08-22,27936,15450,12486,80.82,1220
2021-08-23,27936,24632,3304,13.41,1220
2021-08-24,27936,26712,1224,4.58,1220
2021-08-25,27936,26843,1093,4.07,1220
2021-08-26,27936,26998,938,3.47,1220
2021-08-27,27936,26761,1175,4.39,1220
2021-08-28,27936,19163,8773,45.78,1220
2021-08-29,27936,16621,11315,68.08,1220
2021-08-30,27936,25857,2079,8.04,1220
2021-08-31,27936,27974,-38,-0.14,1220
2021-09-01,30401,28125,2276,8.09,1220
2021-09-02,30401,28281,2120,7.5,1220
2021-09-03,30401,28028,2373,8.47,1220
2021-09-04,30401,20398,10003,49.04,1220
2021-09-05,30401,17809,12592,70.71,1220
2021-09-06,30401,26983,3418,12.67,1220
2021-09-07,30401,29027,1374,4.73,1220
2021-09-08,30401,29095,1306,4.49,1220
2021-09-09,30401,29160,1241,4.26,1220
2021-09-10,30401,28812,1589,5.52,1220
2021-09-11,30401,21083,9318,44.2,1220
2021-09-12,30401,18394,12007,65.28,1220
2021-09-13,30401,27471,2930,10.67,1220
2021-09-14,30401,29420,981,3.33,1220
2021-09-15,30401,29400,1001,3.4,1220
2021-09-16,30401,29385,1016,3.46,1220
2021-09-17,30401,28964,1437,4.96,1220
2021-09-18,30401,21174,9227,43.58,1220
2021-09-19,30401,18434,11967,64.92,1220
2021-09-20,30401,27472,2929,10.66,1220
2021-09-21,30401,29395,1006,3.42,1220
2021-09-22,30401,29359,1042,3.55,1220
2021-09-23,30401,29339,1062,3.62,1220
2021-09-24,30401,28925,1476,5.1,1220
2021-09-25,30401,21149,9252,43.75,1220
2021-09-26,30401,18433,11968,64.93,1220
2021-09-27,30401,27501,2900,10.55,1220
2021-09-28,30401,29458,943,3.2,1220
2021-09-29,30401,29460,941,3.19,1220
2021-09-30,30401,29481,920,3.12,1220
2021-10-01,31455,29106,2349,8.07,1220
2021-10-02,31455,21369,10086,47.2,1220
2021-10-03,31455,18688,12767,68.32,1220
2021-10-04,31455,27786,3669,13.2,1220
2021-10-05,31455,29769,1686,5.66,1220
2021-10-06,31455,29789,1666,5.59,1220
2021-10-07,31455,29821,1634,5.48,1220
2021-10-08,31455,29450,2005,6.81,1220
2021-10-09,31455,21708,9747,44.9,1220
2021-10-10,31455,19015,12440,65.42,1220
2021-10-11,31455,28094,3361,11.96,1220
2021-10-12,31455,30049,1406,4.68,1220
2021-10-13,31455,30037,1418,4.72,1220
2021-10-14,31455,30031,1424,4.74,1220
2021-10-15,31455,29617,1838,6.21,1220
2021-10-16,31455,21830,9625,44.09,1220
2021-10-17,31455,19090,12365,64.77,1220
2021-10-18,31455,28121,3334,11.86,1220
2021-10-19,31455,30030,1425,4.75,1220
2021-10-20,31455,29974,1481,4.94,1220
2021-10-21,31455,29926,1529,5.11,1220
2021-10-22,31455,29475,1980,6.72,1220
2021-10-23,31455,21656,9799,45.25,1220
2021-10-24,31455,18889,12566,66.53,1220
2021-10-25,31455,27899,3556,12.75,1220
2021-10-26,31455,29794,1661,5.57,1220
2021-10-27,31455,29729,1726,5.81,1220
2021-10-28,31455,29680,1775,5.98,1220
2021-10-29,31455,29233,2222,7.6,1220
2021-10-30,31455,21423,10032,46.83,1220
2021-10-31,31455,18670,12785,68.48,1220
2021-11-01,30584,27699,2885,10.42,1220
2021-11-02,30584,29614,970,3.28,1220
2021-11-03,30584,29572,1012,3.42,1220
2021-11-04,30584,29546,1038,3.51,1220
2021-11-05,30584,29123,1461,5.02,1220
2021-11-06,30584,21336,9248,43.34,1220
2021-11-07,30584,18604,11980,64.39,1220
2021-11-08,30584,27651,2933,10.61,1220
2021-11-09,30584,29582,1002,3.39,1220
2021-11-10,30584,29552,1032,3.49,1220
2021-11-11,30584,29534,1050,3.56,1220
2021-11-12,30584,29114,1470,5.05,1220
2021-11-13,30584,21327,9257,43.41,1220
2021-11-14,30584,18591,11993,64.51,1220
2021-11-15,30584,27631,2953,10.69,1220
2021-11-16,30584,29552,1032,3.49,1220
2021-11-17,30584,29510,1074,3.64,1220
2021-11-18,30584,29478,1106,3.75,1220
2021-11-19,30584,29045,1539,5.3,1220
2021-11-20,30584,21245,9339,43.96,1220
2021-11-21,30584,18498,12086,65.34,1220
2021-11-22,30584,27529,3055,11.1,1220
2021-11-23,30584,29444,1140,3.87,1220
2021-11-24,30584,29400,1184,4.03,1220
2021-11-25,30584,29371,1213,4.13,1220
2021-11-26,30584,28945,1639,5.66,1220
2021-11-27,30584,21158,9426,44.55,1220
2021-11-28,30584,18428,12156,65.96,1220
2021-11-29,30584,27482,3102,11.29,1220
2021-11-30,30584,29423,1161,3.95,1220
2021-12-01,30333,29410,923,3.14,1220
2021-12-02,30333,29416,917,3.12,1220
2021-12-03,30333,29027,1306,4.5,1220
2021-12-04,30333,21276,9057,42.57,1220
2021-12-05,30333,18583,11750,63.23,1220
2021-12-06,30333,27671,2662,9.62,1220
2021-12-07,30333,29645,688,2.32,1220
2021-12-08,30333,29659,674,2.27,1220
2021-12-09,30333,29685,648,2.18,1220
2021-12-10,30333,29309,1024,3.49,1220
2021-12-11,30333,21564,8769,40.66,1220
2021-12-12,30333,18866,11467,60.78,1220
2021-12-13,30333,27939,2394,8.57,1220
2021-12-14,30333,29886,447,1.5,1220
2021-12-15,30333,29862,471,1.58,1220
2021-12-16,30333,29838,495,1.66,1220
2021-12-17,30333,29402,931,3.17,1220
2021-12-18,30333,21584,8749,40.53,1220
2021-12-19,30333,18805,11528,61.3,1220
2021-12-20,30333,27788,2545,9.16,1220
2021-12-21,30333,29637,696,2.35,1220
2021-12-22,30333,29509,824,2.79,1220
2021-12-23,30333,29378,955,3.25,1220
2021-12-24,30333,28832,1501,5.21,1220
2021-12-25,30333,20905,9428,45.1,1220
2021-12-26,30333,18018,12315,68.35,1220
2021-12-27,30333,26898,3435,12.77,1220
2021-12-28,30333,28651,1682,5.87,1220
2021-12-29,30333,28436,1897,6.67,1220
2021-12-30,30333,28228,2105,7.46,1220
2021-12-31,30333,27617,2716,9.83,1220
2022-01-01,24965,19640,5325,27.11,1220
2022-01-02,24965,16718,8247,49.33,1220
2022-01-03,24965,25578,-613,-2.4,1220
2022-01-04,24965,27328,-2363,-8.65,1220
2022-01-05,24965,27127,-2162,-7.97,1220
2022-01-06,24965,26950,-1985,-7.37,1220
2022-01-07,24965,26386,-1421,-5.39,1220
2022-01-08,24965,18470,6495,35.17,1220
2022-01-09,24965,15624,9341,59.79,1220
2022-01-10,24965,24572,393,1.6,1220
2022-01-11,24965,26421,-1456,-5.51,1220
2022-01-12,24965,26328,-1363,-5.18,1220
2022-01-13,24965,26264,-1299,-4.95,1220
2022-01-14,24965,25819,-854,-3.31,1220
2022-01-15,24965,18024,6941,38.51,1220
2022-01-16,24965,15298,9667,63.19,1220
2022-01-17,24965,24364,601,2.47,1220
2022-01-18,24965,26326,-1361,-5.17,1220
2022-01-19,24965,26338,-1373,-5.21,1220
2022-01-20,24965,26372,-1407,-5.34,1220
2022-01-21,24965,26014,-1049,-4.03,1220
2022-01-22,24965,18294,6671,36.47,1220
2022-01-23,24965,15631,9334,59.71,1220
2022-01-24,24965,24748,217,0.88,1220
2022-01-25,24965,26747,-1782,-6.66,1220
2022-01-26,24965,26783,-1818,-6.79,1220
2022-01-27,24965,26828,-1863,-6.94,1220
2022-01-28,24965,26468,-1503,-5.68,1220
2022-01-29,24965,18736,6229,33.25,1220
2022-01-30,24965,16051,8914,55.54,1220
2020-02-01,15985,9451,6534,69.14,1625
2020-02-02,15985,7356,8629,117.31,1625
2020-02-03,15985,11914,4071,34.17,1625
2020-02-04,15985,12603,3382,26.83,1625
2020-02-05,15985,12346,3639,29.48,1625
2020-02-06,15985,12245,3740,30.54,1625
2020-02-07,15985,11781,4204,35.68,1625
2020-02-08,15985,8478,7507,88.55,1625
2020-02-09,15985,6395,9590,149.96,1625
2020-02-10,15985,10980,5005,45.58,1625
2020-02-11,15985,11711,4274,36.5,1625
2020-02-12,15985,11507,4478,38.92,1625
2020-02-13,15985,11470,4515,39.36,1625
2020-02-14,15985,11080,4905,44.27,1625
2020-02-15,15985,7857,8128,103.45,1625
2020-02-16,15985,5859,10126,172.83,1625
2020-02-17,15985,10532,5453,51.78,1625
2020-02-18,15985,11350,4635,40.84,1625
2020-02-19,15985,11231,4754,42.33,1625
2020-02-20,15985,11274,4711,41.79,1625
2020-02-21,15985,10957,5028,45.89,1625
2020-02-22,15985,7797,8188,105.01,1625
2020-02-23,15985,5853,10132,173.11,1625
2020-02-24,15985,10567,5418,51.27,1625
2020-02-25,15985,11413,4572,40.06,1625
2020-02-26,15985,11309,4676,41.35,1625
2020-02-27,15985,11353,4632,40.8,1625
2020-02-28,15985,11024,4961,45.0,1625
2020-02-29,15985,7839,8146,103.92,1625
2020-03-01,15099,5859,9240,157.71,1625
2020-03-02,15099,10526,4573,43.44,1625
2020-03-03,15099,11318,3781,33.41,1625
2020-03-04,15099,11153,3946,35.38,1625
2020-03-05,15099,11132,3967,35.64,1625
2020-03-06,15099,10735,4364,40.65,1625
2020-03-07,15099,7485,7614,101.72,1625
2020-03-08,15099,5440,9659,177.56,1625
2020-03-09,15099,10048,5051,50.27,1625
2020-03-10,15099,10788,4311,39.96,1625
2020-03-11,15099,10579,4520,42.73,1625
2020-03-12,15099,10524,4575,43.47,1625
2020-03-13,15099,10106,4993,49.41,1625
2020-03-14,15099,6845,8254,120.58,1625
2020-03-15,15099,4803,10296,214.37,1625
2020-03-16,15099,9426,5673,60.18,1625
2020-03-17,15099,10193,4906,48.13,1625
2020-03-18,15099,10023,5076,50.64,1625
2020-03-19,15099,10018,5081,50.72,1625
2020-03-20,15099,9658,5441,56.34,1625
2020-03-21,15099,6463,8636,133.62,1625
2020-03-22,15099,4492,10607,236.13,1625
2020-03-23,15099,9190,5909,64.3,1625
2020-03-24,15099,10032,5067,50.51,1625
2020-03-25,15099,9936,5163,51.96,1625
2020-03-26,15099,10002,5097,50.96,1625
2020-03-27,15099,9708,5391,55.53,1625
2020-03-28,15099,6571,8528,129.78,1625
2020-03-29,15099,4650,10449,224.71,1625
2020-03-30,15099,9386,5713,60.87,1625
2020-03-31,15099,10256,4843,47.22,1625
2020-04-01,9362,10175,-813,-7.99,1625
2020-04-02,9362,10244,-882,-8.61,1625
2020-04-03,9362,9939,-577,-5.81,1625
2020-04-04,9362,6779,2583,38.1,1625
2020-04-05,9362,4823,4539,94.11,1625
2020-04-06,9362,9515,-153,-1.61,1625
2020-04-07,9362,10331,-969,-9.38,1625
2020-04-08,9362,10189,-827,-8.12,1625
2020-04-09,9362,10190,-828,-8.13,1625
2020-04-10,9362,9814,-452,-4.61,1625
2020-04-11,9362,6583,2779,42.21,1625
2020-04-12,9362,4555,4807,105.53,1625
2020-04-13,9362,9178,184,2.0,1625
2020-04-14,9362,9930,-568,-5.72,1625
2020-04-15,9362,9730,-368,-3.78,1625
2020-04-16,9362,9682,-320,-3.31,1625
2020-04-17,9362,9266,96,1.04,1625
2020-04-18,9362,6005,3357,55.9,1625
2020-04-19,9362,3959,5403,136.47,1625
2020-04-20,9362,8575,787,9.18,1625
2020-04-21,9362,9330,32,0.34,1625
2020-04-22,9362,9146,216,2.36,1625
2020-04-23,9362,9122,240,2.63,1625
2020-04-24,9362,8741,621,7.1,1625
2020-04-25,9362,5521,3841,69.57,1625
2020-04-26,9362,3522,5840,165.81,1625
2020-04-27,9362,8190,1172,14.31,1625
2020-04-28,9362,8999,363,4.03,1625
2020-04-29,9362,8869,493,5.56,1625
2020-04-30,9362,8898,464,5.21,1625
2020-05-01,12978,8565,4413,51.52,1625
2020-05-02,12978,5389,7589,140.82,1625
2020-05-03,12978,3427,9551,278.7,1625
2020-05-04,12978,8123,4855,59.77,1625
2020-05-05,12978,8951,4027,44.99,1625
2020-05-06,12978,8830,4148,46.98,1625
2020-05-07,12978,8857,4121,46.53,1625
2020-05-08,12978,8512,4466,52.47,1625
2020-05-09,12978,5313,7665,144.27,1625
2020-05-10,12978,3319,9659,291.02,1625
2020-05-11,12978,7974,5004,62.75,1625
2020-05-12,12978,8754,4224,48.25,1625
2020-05-13,12978,8578,4400,51.29,1625
2020-05-14,12978,8547,4431,51.84,1625
2020-05-15,12978,8141,4837,59.42,1625
2020-05-16,12978,4882,8096,165.83,1625
2020-05-17,12978,2829,10149,358.75,1625
2020-05-18,12978,7429,5549,74.69,1625
2020-05-19,12978,8160,4818,59.04,1625
2020-05-20,12978,7943,5035,63.39,1625
2020-05-21,12978,7879,5099,64.72,1625
2020-05-22,12978,7451,5527,74.18,1625
2020-05-23,12978,4180,8798,210.48,1625
2020-05-24,12978,2126,10852,510.44,1625
2020-05-25,12978,6738,6240,92.61,1625
2020-05-26,12978,7491,5487,73.25,1625
2020-05-27,12978,7307,5671,77.61,1625
2020-05-28,12978,7286,5692,78.12,1625
2020-05-29,12978,6908,6070,87.87,1625
2020-05-30,12978,3695,9283,251.23,1625
2020-05-31,12978,1704,11274,661.62,1625
2020-06-01,14199,6380,7819,122.55,1625
2020-06-02,14199,7199,7000,97.24,1625
2020-06-03,14199,7078,7121,100.61,1625
2020-06-04,14199,7117,7082,99.51,1625
2020-06-05,14199,6793,7406,109.02,1625
2020-06-06,14199,3625,10574,291.7,1625
2020-06-07,14199,1669,12530,750.75,1625
2020-06-08,14199,6369,7830,122.94,1625
2020-06-09,14199,7199,7000,97.24,1625
2020-06-10,14199,7076,7123,100.66,1625
2020-06-11,14199,7098,7101,100.04,1625
2020-06-12,14199,6744,7455,110.54,1625
2020-06-13,14199,3532,10667,302.01,1625
2020-06-14,14199,1520,12679,834.14,1625
2020-06-15,14199,6153,8046,130.77,1625
2020-06-16,14199,6906,7293,105.6,1625
2020-06-17,14199,6699,7500,111.96,1625
2020-06-18,14199,6632,7567,114.1,1625
2020-06-19,14199,6186,8013,129.53,1625
2020-06-20,14199,2883,11316,392.51,1625
2020-06-21,14199,782,13417,1715.73,1625
2020-06-22,14199,5331,8868,166.35,1625
2020-06-23,14199,6009,8190,136.3,1625
2020-06-24,14199,5736,8463,147.54,1625
2020-06-25,14199,5616,8583,152.83,1625
2020-06-26,14199,5130,9069,176.78,1625
2020-06-27,14199,1802,12397,687.96,1625
2020-06-28,14199,1653,12546,758.98,1625
2020-06-29,14199,4250,9949,234.09,1625
2020-06-30,14199,4951,9248,186.79,1625
2020-07-01,14616,4716,9900,209.92,1625
2020-07-02,14616,4649,9967,214.39,1625
2020-07-03,14616,4229,10387,245.61,1625
2020-07-04,14616,976,13640,1397.54,1625
2020-07-05,14616,1487,13129,882.92,1625
2020-07-06,14616,3594,11022,306.68,1625
2020-07-07,14616,4384,10232,233.39,1625
2020-07-08,14616,4237,10379,244.96,1625
2020-07-09,14616,4252,10364,243.74,1625
2020-07-10,14616,3905,10711,274.29,1625
2020-07-11,14616,714,13902,1947.06,1625
2020-07-12,14616,1493,13123,878.97,1625
2020-07-13,14616,3410,11206,328.62,1625
2020-07-14,14616,4211,10405,247.09,1625
2020-07-15,14616,4053,10563,260.62,1625
2020-07-16,14616,4035,10581,262.23,1625
2020-07-17,14616,3632,10984,302.42,1625
2020-07-18,14616,362,14254,3937.57,1625
2020-07-19,14616,1287,13329,1035.66,1625
2020-07-20,14616,2833,11783,415.92,1625
2020-07-21,14616,3492,11124,318.56,1625
2020-07-22,14616,3176,11440,360.2,1625
2020-07-23,14616,2985,11631,389.65,1625
2020-07-24,14616,2401,12215,508.75,1625
2020-07-25,14616,1610,13006,807.83,1625
2020-07-26,14616,503,14113,2805.77,1625
2020-07-27,14616,1035,13581,1312.17,1625
2020-07-28,14616,1513,13103,866.03,1625
2020-07-29,14616,1028,13588,1321.79,1625
2020-07-30,14616,684,13932,2036.84,1625
2020-07-31,14616,2199,12417,564.67,1625
2020-08-01,13169,350,12819,3662.57,1625
