Id,Name,Latitude,Longitude,Kategorie,Bezirk_Code
3537,Anton-Schall-Gasse,48.2895517,16.4161656,Bus,921
3538,Empergergasse,48.2860153,16.4142942,Bus,921
3539,Empergergasse,48.2863776,16.4143284,Bus,921
3540,Brünner Straße/Hanreitergasse,48.2843273,16.4133408,Bus,921
3541,Brünner Straße/Hanreitergasse,48.2843602,16.4131824,Bus,921
3542,Matthäus-Jiszda-Straße,48.2542755,16.3944424,Bus,921
3543,Obere Augartenstraße,48.2235528,16.3739669,Bus,902
3544,Schottenring,48.2168709,16.3720046,Bus,901
3545,Anton-Schall-Gasse,48.2890471,16.4160199,Bus,921
3546,Schottenring/Herminengasse,48.217358,16.3734022,Bus,902
3547,Liechtenwerder Platz,48.2323909,16.3554082,Bus,909
3548,Kutschkergasse,48.2260656,16.3449502,Bus,918
3549,Kundmanngasse,48.2025517,16.3938796,Bus,903
3550,Urban-Loritz-Platz,48.2011517,16.3371762,Bus,915
3551,Deutschstraße,48.139678,16.358389,Bus,923
3552,Brückengasse,48.1894596,16.3482964,Bus,906
3553,Kettenbrückengasse,48.1971321,16.3583422,Bus,906
3554,Längenfeldgasse,48.1853781,16.3348813,Bus,915
3555,Margaretengürtel,48.1888056,16.3428424,Bus,906
3556,Meidling Hauptstraße,48.1840082,16.3300563,Bus,915
3557,Sechshauser Gürtel,48.1882639,16.3381332,Bus,915
3558,Hietzing,48.1872917,16.3053315,Bus,913
3559,Kettenbrückengasse,48.1965942,16.359069,Bus,905
3560,Längenfeldgasse,48.1845065,16.3351203,Bus,912
3561,Schönbrunn,48.1848192,16.3201628,Bus,912
3562,Edelsinnstraße/Schwenkgasse,48.1720802,16.3191578,Bus,912
3563,Edelsinnstraße/Schwenkgasse,48.172326,16.320126,Bus,912
3564,Johann-Strauß-Gasse,48.1892816,16.3656507,Bus,904
3565,Laurenzgasse,48.1852422,16.362428,Bus,905
3566,Laurenzgasse,48.1859843,16.3630966,Bus,905
3567,Spinnerin am Kreuz,48.1703826,16.3505324,Bus,910
3568,Alser Straße,48.2165666,16.3420758,Bus,909
3569,Alser Straße,48.2170772,16.3415386,Bus,917
3570,Hans-Mandl-Berufsschule,48.1817649,16.3383667,Bus,912
3571,Josefstädter Straße,48.2112922,16.3386784,Bus,916
3572,Josefstädter Straße,48.2113635,16.3395786,Bus,908
3573,Michelbeuern-AKH,48.220118,16.3436551,Bus,909
3574,Michelbeuern-AKH,48.2211685,16.3432202,Bus,918
3575,Thaliastraße,48.2087231,16.338959,Bus,908
3576,Thaliastraße,48.2084006,16.3380083,Bus,916
3577,Währinger Straße-Volksoper,48.224269,16.3496144,Bus,909
3578,Währinger Straße-Volksoper,48.2248301,16.3489978,Bus,918
3579,Arthaberplatz,48.1721766,16.3721524,Bus,910
3580,Belvederegasse,48.1898842,16.3720479,Bus,904
3581,Frödenplatz,48.1556317,16.3586303,Bus,910
3582,Laxenburger Straße/Gudrunstraße,48.1787181,16.3738704,Bus,910
3583,Otto-Probst-Straße,48.1562489,16.3548416,Bus,910
3584,Quellenplatz,48.175304,16.3734952,Bus,910
3585,Wienerfeldgasse,48.1584262,16.3602225,Bus,910
3586,Taubstummengasse,48.1948488,16.3697904,Bus,904
3587,Frödenplatz,48.1554676,16.358391,Bus,910
3588,Hauptbahnhof,48.1852495,16.3734598,Bus,904
3589,Laxenburger Straße/Gudrunstraße,48.1787011,16.373673,Bus,910
3590,Quellenplatz,48.1761238,16.3734999,Bus,910
3591,Fickeysstraße,48.167015,16.4237066,Bus,911
3592,Hauffgasse,48.1774835,16.4128865,Bus,911
3593,Schwarzenbergplatz,48.2002194,16.3752906,Bus,901
3594,Svetelskystraße,48.1542666,16.4663267,Bus,911
3595,Weißenböckstraße,48.1625342,16.4283857,Bus,911
3596,Zippererstraße,48.1794494,16.4106332,Bus,911
3597,Westbahnhof,48.1968868,16.3381256,Bus,915
3598,Umlauftgasse,48.2245457,16.3021714,Bus,917
3599,Spinozagasse,48.2244024,16.2979219,Bus,917
3600,Triester Straße/Computerstraße,48.1568904,16.3415867,Bus,910
3601,Triester Straße/Computerstraße,48.1571852,16.3415912,Bus,910
3602,Haidestraße,48.1791986,16.4278372,Bus,911
3603,Floridsdorf,48.2566516,16.3988321,Bus,921
3604,"Oberlaa, Friedhof",48.1382132,16.4049021,Bus,910
3605,"Unterlaa, Stadtgrenze",48.1311054,16.4270267,Bus,910
3606,Barthgasse,48.1933221,16.4069578,Bus,903
3607,Patrizigasse,48.2572578,16.4042735,Bus,921
3608,Praterstern,48.2196884,16.3930489,U-Bahn,902
3609,Malzgasse,48.2211959,16.3776886,Bus,902
3610,Alfred-Adler-Straße,48.1825252,16.3815598,Bus,910
3611,Arsenal,48.1836698,16.3841791,Bus,910
3612,Röbbelinggasse,48.2357018,16.5250232,Bus,922
3613,Kalmusweg,48.2502922,16.4800889,Bus,922
3614,Dirnelwiese,48.2923585,16.3795998,Bus,921
3615,Dirnelwiese,48.2933522,16.3790892,Bus,921
3616,Bischoffgasse,48.1833695,16.3221277,Bus,912
3617,Montecuccoliplatz,48.1754465,16.2978972,Bus,913
3618,Montecuccoliplatz,48.1754763,16.2977744,Bus,913
3619,Döblinger Bad,48.2511751,16.3569568,Straßenbahn,919
3620,Josef-Enslein-Platz,48.1518542,16.3714062,Bus,910
3621,Selma-Lagerlöf-Gasse,48.1511772,16.3756917,Bus,910
3622,Undsetgasse,48.1522302,16.367431,Bus,910
3623,Neustifter Friedhof 3.Tor,48.2466658,16.2985168,Bus,918
3624,Wien Karlsplatz,48.2005502,16.3674123,Bus,901
3625,Wienerfeldgasse,48.1585576,16.3602871,Bus,910
3626,Yppengasse,48.2147939,16.3362108,Straßenbahn,917
3627,Wexstraße,48.2359075,16.3658675,Bus,920
3628,Dr-Adolf-Schärf-Heim,48.24513,16.3691397,Bus,920
3629,Stadtpark,48.2029505,16.3798536,U-Bahn,903
3630,Jägerstraße,48.2359484,16.3702947,Bus,920
3631,Floridsdorf,48.2569772,16.3990841,Bus,921
3632,Höchstädtplatz,48.2396999,16.376387,Bus,920
3633,Himmelstraße,48.2572133,16.3376914,Bus,919
3634,Karlsplatz,48.2004564,16.3696228,U-Bahn,904
3635,Bahnhof Heiligenstadt,48.24839,16.3642816,Bus,919
3636,Hütteldorf,48.1962961,16.2613302,Bus,914
3637,Heiligenstadt,48.2482118,16.3654792,U-Bahn,919
3638,Heiligenstadt,48.2481379,16.3657573,U-Bahn,919
3639,Landstraße,48.2067043,16.3848398,U-Bahn,903
3640,Schottenring,48.2165578,16.3722353,U-Bahn,901
3641,Schlachthausgasse,48.19474,16.4069065,Bus,903
3642,Pfenninggeldgasse,48.2076088,16.3134784,Bus,916
3643,Neuwaldegg,48.2343754,16.2905065,Bus,917
3644,Exelbergstraße/Parkplatz,48.2438507,16.270521,Bus,917
3645,Moschingergasse,48.2192523,16.2411657,Bus,914
3646,Floridsdorf,48.2574441,16.3994315,Bus,921
3647,Deutschordenstraße,48.2000374,16.2671253,Bus,914
3648,Deutschordenstraße,48.1999919,16.2673207,Straßenbahn,914
3649,Schottentor,48.2160367,16.3636495,Bus,909
3650,Steinamangergasse,48.2835758,16.4027487,Bus,921
3651,Samptwandnergasse,48.2033543,16.2445729,Bus,914
3652,Samptwandnergasse,48.2035651,16.2451548,Bus,914
3653,Lusthaus,48.1909461,16.4399796,Bus,902
3654,Bahnhof Heiligenstadt,48.2494325,16.3647053,Bus,919
3655,Niederhofstraße,48.1813455,16.330682,Bus,912
3656,Hopfengasse,48.2690528,16.391549,Bus,921
3657,Rußbergstraße,48.2881693,16.3827561,Bus,921
3658,Leopoldau,48.2775244,16.452075,U-Bahn,921
3659,Leopoldau,48.2776563,16.4521729,U-Bahn,921
3660,Großfeldsiedlung,48.2710831,16.4477983,U-Bahn,921
3661,Großfeldsiedlung,48.2711141,16.4479492,U-Bahn,921
3662,Gewerbepark Stadlau,48.2456374,16.4632106,Bus,922
3663,Floridsdorf,48.2570621,16.4011028,Bus,921
3664,Mariabrunn Mauerbachstraße,48.2084826,16.226636,Bus,914
3665,Floridsdorf,48.2564777,16.4009493,Bus,921
3666,Floridsdorf,48.2566251,16.401062,Bus,921
3667,Langenzersdorfer Straße,48.2980864,16.3849656,Bus,921
3668,Tillmanngasse,48.2585758,16.4588636,Bus,922
3669,Kagraner Platz,48.2502539,16.4431701,U-Bahn,922
3670,Kagran,48.243047,16.4328326,U-Bahn,922
3671,Brünner Straße,48.2693098,16.4046773,Bus,921
3672,Alte Donau,48.2382789,16.4247493,U-Bahn,922
3673,Gebirgsgasse,48.1517622,16.263367,Bus,923
3674,Ernst-Happel-Stadion,48.208729,16.4191537,Bus,902
3675,Rettichgasse,48.2015867,16.262203,Bus,914
3676,Südrandstraße,48.1424242,16.3664156,Bus,923
3677,Wagner-Schönkirch-Gasse,48.1434576,16.3633686,Bus,923
3678,Grabengasse,48.230211,16.2833705,Bus,917
3679,Keplerplatz,48.1793544,16.3760488,U-Bahn,910
3680,Reumannplatz,48.1749281,16.3778172,U-Bahn,910
3681,Donauinsel,48.2291851,16.4114293,U-Bahn,922
3682,Vorgartenstraße,48.2236226,16.4010717,U-Bahn,902
3683,Nestroyplatz,48.2152787,16.3855987,U-Bahn,902
3684,Schwedenplatz,48.2116771,16.3785586,U-Bahn,901
3685,Schwedenplatz,48.2117677,16.3786497,U-Bahn,901
3686,Taubstummengasse,48.1947435,16.3697744,Bus,904
3687,Wien Hauptbahnhof,48.1852227,16.3719432,Bus,904
3688,Wien Hauptbahnhof,48.1849039,16.3712222,Bus,904
3689,Wien Hauptbahnhof,48.185333,16.3722873,Bus,904
3690,Wien Hauptbahnhof,48.185451,16.3726554,Bus,904
3691,Wien Hauptbahnhof,48.1847433,16.371244,Bus,904
3692,Wien Hauptbahnhof,48.1854042,16.3728636,Bus,904
3693,Wien Hauptbahnhof,48.1848219,16.3714894,Bus,904
3694,Wien Hauptbahnhof,48.1853361,16.3726401,Bus,904
3695,Wien Hauptbahnhof,48.1848918,16.3717073,Bus,904
3696,Wien Hauptbahnhof,48.1852671,16.372414,Bus,904
3697,Wien Hauptbahnhof,48.184966,16.3719391,Bus,904
3698,Wien Hauptbahnhof,48.1851878,16.3721537,Bus,904
3699,Wien Hauptbahnhof,48.1850439,16.3721824,Bus,904
3700,Wien Hauptbahnhof,48.1851239,16.371944,Bus,904
3701,Wien Hauptbahnhof,48.1851186,16.3724154,Bus,904
3702,Wien Hauptbahnhof,48.1849844,16.3711999,Bus,904
3703,Wien Hauptbahnhof,48.18505,16.3717016,Bus,904
3704,Wien Hauptbahnhof,48.1851905,16.3726398,Bus,904
3705,Wien Hauptbahnhof,48.185099,16.3715575,Bus,904
3706,Wien Hauptbahnhof,48.1849699,16.3714389,Bus,904
3707,Wien Hauptbahnhof,48.1852645,16.372871,Bus,904
3708,Unterlaa,48.1329401,16.4151709,Bus,910
3709,Kirsteweg,48.1323099,16.4185581,Bus,910
3710,Brunner Straße/Ketzergasse,48.1291398,16.2978741,Bus,923
3711,Altmannsdorfer Straße,48.1654061,16.3163345,Bus,912
3712,Raxstraße/Rudolfshügelgasse,48.1659061,16.3635284,Bus,910
3713,"Neilreichgasse, Troststraße",48.169948,16.3647684,Bus,910
3714,Burgring,48.2037039,16.3640541,Bus,901
3715,Börse,48.2157413,16.3663971,Bus,901
3716,"Ring, Volkstheater",48.2067836,16.359956,Bus,901
3717,Karmeliterplatz,48.2155725,16.380323,Bus,902
3718,Konstanziagasse,48.2286492,16.4558951,Bus,922
3719,Rathausplatz/Burgtheater,48.2104167,16.3606428,Bus,901
3720,Schottentor,48.2137792,16.3620842,Bus,901
3721,Steigenteschgasse,48.2452489,16.4388932,Bus,922
3722,Wattmanngasse,48.1708888,16.2919747,Bus,913
3723,Gütenbachstraße,48.1382269,16.2412479,Bus,923
3724,Aßmayergasse,48.1788278,16.3380473,Bus,912
3725,Bauernfeldplatz,48.2206393,16.3608776,Bus,909
3726,Bauernfeldplatz,48.2211441,16.3607305,Bus,909
3727,Flurschützstraße/Längenfeldgasse,48.1792807,16.3397561,Bus,912
3728,Gloriettegasse,48.1829821,16.2913707,Bus,913
3729,Gloriettegasse,48.1829964,16.2920264,Bus,913
3730,Hardtgasse,48.236748,16.349017,Bus,919
3731,Hofwiesengasse,48.1705822,16.2872143,Bus,913
3732,Jagdschloßgasse,48.1772941,16.2837406,Bus,913
3733,Paradisgasse,48.2485172,16.3420496,Bus,919
3734,Riedelgasse,48.1630525,16.2794506,Bus,913
3735,Riedelgasse,48.1636952,16.2799956,Bus,913
3736,Seegasse,48.2228605,16.361337,Bus,909
3737,Seegasse,48.2230697,16.3614258,Bus,909
3738,Sieveringer Straße,48.2463861,16.3426048,Bus,919
3739,Stadlergasse,48.18169,16.285896,Bus,913
3740,Erndtgasse,48.2371775,16.3233245,Bus,918
3741,Scheibenbergstraße,48.2389408,16.3179925,Bus,918
3742,Martinstraße,48.2265554,16.3428535,Bus,918
3743,Martinstraße,48.2266829,16.3417114,Bus,918
3744,Schwarzspanierstraße,48.2169724,16.3595617,Bus,909
3745,Sensengasse,48.2208844,16.3552078,Bus,909
3746,Wien Praterstern,48.218379,16.3932693,Bus,902
3747,Bernhardtstalgasse,48.1764066,16.3621589,Bus,910
3748,Gellertplatz,48.1748854,16.38338,Bus,910
3749,Gellertplatz,48.1750522,16.3819874,Bus,910
3750,"Enkplatz, Gottschalkgasse",48.1747911,16.4144133,Bus,911
3751,Neilreichgasse,48.1761466,16.3659145,Bus,910
3752,Polkorabplatz,48.1744634,16.4131342,Bus,911
3753,Reumannplatz,48.1753118,16.3781359,Bus,910
3754,Knöllgasse,48.1771934,16.3585449,Bus,910
3755,Wielandplatz,48.1775763,16.3804373,Bus,910
3756,Gesundheitszentrum Süd,48.1702188,16.3453311,Bus,910
3757,Währinger Straße-Volksoper,48.2263336,16.3494396,Bus,918
3758,Jedlersdorf,48.2727276,16.3965977,Bus,921
3759,Brünner Straße/Hanreitergasse,48.2832265,16.4121576,Straßenbahn,921
3760,Feuerwache Am Steinhof,48.2151506,16.2781955,Bus,916
3761,Beingasse,48.1992927,16.3318471,Bus,915
3762,Beingasse,48.1994974,16.3325825,Bus,915
3763,Deutschordenstraße,48.199982,16.2673113,Bus,914
3764,"Hütteldorfer Straße, Hochsatzengasse",48.1979557,16.2776244,Bus,914
3765,"Hütteldorfer Straße, Hochsatzengasse",48.1979958,16.2772734,Bus,914
3766,Kaiserstraße/Westbahnstraße,48.2018241,16.3401557,Bus,907
3767,Kaiserstraße/Westbahnstraße,48.2018499,16.3407734,Bus,907
3768,Leyserstraße,48.1980692,16.3019739,Bus,914
3769,Leyserstraße,48.1981958,16.3028042,Bus,914
3770,"Hütteldorfer Straße, Lützowgasse",48.1972382,16.2946885,Bus,914
3771,"Hütteldorfer Straße, Lützowgasse",48.1972838,16.2952692,Bus,914
3772,Neubaugasse/Westbahnstraße,48.2017616,16.3485898,Bus,907
3773,Neubaugasse/Westbahnstraße,48.2021623,16.3493645,Bus,907
3774,Schweglerstraße,48.1984828,16.3289351,Bus,915
3775,Seckendorfstraße,48.1968556,16.2873904,Bus,914
3776,Sonnergasse,48.1680627,16.3193518,Bus,912
3777,Stiftgasse,48.20244,16.3548432,Bus,907
3778,Zieglergasse/Westbahnstraße,48.2018219,16.344488,Bus,907
3779,Prandaugasse,48.246876,16.4300798,Straßenbahn,922
3780,Donaumarina,48.2060139,16.4306808,Bus,902
3781,Simmering,48.1693063,16.4195953,Bus,911
3782,Simmering,48.1693893,16.4195054,Bus,911
3783,Simmering,48.16942,16.4197888,Bus,911
3784,Simmering,48.1695121,16.4195085,Bus,911
3785,Simmering,48.1696404,16.4197135,Bus,911
3786,Simmering,48.169713,16.4198495,Bus,911
3787,Hauptbahnhof,48.1851382,16.374261,Bus,910
3788,Franzosenweg,48.1399221,16.3828239,Bus,910
3789,Haidestraße,48.1791214,16.4277072,Bus,911
3790,Aspernstraße,48.2233594,16.4752609,Bus,922
3791,Welthandelsplatz,48.2154017,16.4052914,Bus,902
3792,Aspernstraße,48.2229007,16.4751576,Bus,922
3793,Brunner Straße/Erlaaer Straße,48.1458751,16.296933,Bus,923
3794,"Atzgersdorf, Kirchenplatz",48.1473855,16.2949882,Bus,923
3795,Stubentor,48.2070301,16.381052,Bus,901
3796,Rochusgasse,48.2022919,16.3923755,Bus,903
3797,Ottakring,48.2107587,16.3110915,U-Bahn,916
3798,Langobardenstraße,48.2243027,16.4545638,Bus,922
3799,Martin-Gaunersdorfer-Gasse,48.260989,16.4512239,Bus,921
3800,Aderklaaer Straße,48.2627891,16.4512765,Bus,921
3801,Wien Karlsplatz,48.2008652,16.369502,Bus,901
3802,Wien Atzgersdorf,48.1469134,16.2887028,Zug,923
3803,Julius-Payer-Gasse (Hotel Park Inn),48.2340788,16.4205702,Bus,922
3804,Enkplatz,48.1746612,16.4145546,U-Bahn,911
3805,Enkplatz,48.1748448,16.4149105,U-Bahn,911
3806,Gasometer,48.1849316,16.4173264,U-Bahn,911
3807,Gasometer,48.1849461,16.4172768,U-Bahn,911
3808,Simmering,48.169735,16.4204599,U-Bahn,911
3809,Simmering,48.16983,16.4206121,U-Bahn,911
3810,Zippererstraße,48.1801839,16.412222,U-Bahn,911
3811,Zippererstraße,48.1803477,16.4117046,U-Bahn,911
3812,Kardinal-Nagl-Platz,48.1975527,16.399868,U-Bahn,903
3813,Kardinal-Nagl-Platz,48.1976014,16.3999425,U-Bahn,903
3814,Landstraße,48.2057241,16.3856559,U-Bahn,903
3815,Landstraße,48.205813,16.3856932,U-Bahn,903
3816,Rochusgasse,48.2020647,16.3922335,U-Bahn,903
3817,Rochusgasse,48.202132,16.3923044,U-Bahn,903
3818,Schlachthausgasse,48.1944852,16.4064922,U-Bahn,903
3819,Schlachthausgasse,48.1945603,16.4065547,U-Bahn,903
3820,Neubaugasse,48.1992114,16.3525325,U-Bahn,906
3821,Zieglergasse,48.1971293,16.3462989,U-Bahn,906
3822,Blumental,48.1381565,16.3696976,Bus,923
3823,Sonnwendgasse,48.1816395,16.3796001,Bus,910
3824,Kagraner Platz,48.251172,16.4434724,Bus,922
3825,Rennbahnweg,48.2568668,16.4488295,Bus,922
3826,Rennbahnweg,48.2570371,16.4487847,Bus,922
3827,Maria-Trapp-Platz,48.2238508,16.5047913,Bus,922
3828,Handelskai,48.2407579,16.3842634,Bus,920
3829,Tor 2,48.1533835,16.4407159,Bus,911
3830,Aderklaaer Straße,48.2648875,16.452611,Bus,921
3831,Aderklaaer Straße,48.2652242,16.4527054,Bus,921
3832,Wien Spitzweg,48.2652036,16.456685,Bus,922
3833,Zentralfriedhof 2. Tor,48.1546751,16.4419359,Bus,911
3834,Zentralfriedhof 2. Tor,48.1540163,16.4439815,Bus,911
3835,Hauptbahnhof,48.185181,16.3748513,Bus,910
3836,Hauptbahnhof,48.1851505,16.3744306,Bus,910
3837,Hauptbahnhof,48.185384,16.374674,Bus,910
3838,Hauptbahnhof,48.1851707,16.3747093,Bus,910
3839,Hauptbahnhof,48.1849375,16.3744648,Bus,910
3840,Hauptbahnhof,48.184925,16.3742925,Bus,910
3841,Hauptbahnhof,48.184968,16.3748843,Bus,910
3842,Hauptbahnhof,48.1853945,16.3748182,Bus,910
3843,Gersthof,48.2312906,16.3286014,Bus,918
3844,Henriettenplatz,48.1902098,16.3319714,Bus,915
3845,Flurschützstraße/Längenfeldgasse,48.1784836,16.3404836,Bus,912
3846,Josef-Baumann-Gasse,48.2512458,16.4307901,Bus,922
3847,Mayerhofgasse,48.1925358,16.3669357,Bus,904
3848,Hauptbahnhof Süd,48.1842634,16.3773114,Bus,910
3849,Vienna International Busterminal,48.191499,16.4135318,Bus,903
3850,Vienna International Busterminal,48.1913703,16.4137385,Bus,903
3851,Vienna International Busterminal,48.1910621,16.4142164,Bus,903
3852,Vienna International Busterminal,48.190982,16.4143506,Bus,903
3853,Vienna International Busterminal,48.1908676,16.4145501,Bus,903
3854,Pokornygasse,48.2414018,16.3555301,Straßenbahn,919
3855,Oberlaa,48.1422633,16.3998501,U-Bahn,910
3856,Oberlaa,48.1423652,16.3999045,U-Bahn,910
3857,Laxenburger Straße/Heizwerkstraße,48.1404569,16.3590358,Bus,923
3858,Laxenburger Straße/Heizwerkstraße,48.1392391,16.3586527,Bus,923
3859,Spinnerin am Kreuz,48.1706371,16.3505292,Bus,910
3860,"Oper, Karlsplatz",48.2024557,16.3684205,Bus,901
3861,"Oper, Karlsplatz",48.2023649,16.3688316,Bus,901
3862,"Oper, Karlsplatz",48.2025098,16.3689673,Bus,901
3863,"Oper, Karlsplatz",48.2026599,16.3682832,Bus,901
3864,"Oper, Karlsplatz",48.202564,16.3687205,Bus,901
3865,"Oper, Karlsplatz",48.2028101,16.3683158,Bus,901
3866,"Oper, Karlsplatz",48.2024412,16.3692806,Bus,901
3867,"Oper, Karlsplatz",48.202632,16.3684103,Bus,901
3868,Gatterburggasse,48.239689,16.3491026,Bus,919
3869,Heiligenstädter Brücke,48.2437218,16.3677841,Bus,920
3870,Dreimarkstein,48.258341,16.2881686,Bus,919
3871,"Höhenstraße, Rohrerwiese",48.2666687,16.2962466,Bus,919
3872,Kahlenberg,48.2761039,16.336244,Bus,919
3873,Franz-Asenbauer-Gasse,48.1544428,16.2708441,Bus,923
3874,Rosenhügelstraße,48.168996,16.3021014,Bus,912
3875,Franz-Jonas-Platz/Schleife,48.2554528,16.3988606,Straßenbahn,921
3876,Senderstraße,48.3109771,16.4010228,Bus,921
3877,Börse,48.2156307,16.3649893,Bus,901
3878,Glatzgasse,48.2320261,16.3535561,Bus,918
3879,Stadion,48.2109583,16.4214902,Bus,902
3880,Hirschstetten,48.2333534,16.4676752,Bus,922
3881,Augasse,48.2298756,16.3574301,Straßenbahn,909
3882,Wien Matzleinsdorfer Platz,48.1800661,16.357801,Zug,910
3883,"Nordbrücke, Gebauergasse",48.2631743,16.3955126,Straßenbahn,921
3884,Jedletzbergerstraße,48.1669912,16.4696992,Bus,911
3885,Paul-Wagner-Gasse,48.1688001,16.4620766,Bus,911
3886,Pfaffenaugasse,48.1714478,16.460352,Bus,911
3887,Albern,48.1596343,16.4847894,Bus,911
3888,Bleibtreustraße,48.1779498,16.4492563,Bus,911
3889,Hochstraße,48.1323655,16.2585032,Bus,923
3890,Edergasse,48.2776876,16.4092236,Bus,921
3891,Neulaa,48.1458145,16.385639,U-Bahn,910
3892,Neulaa,48.1457233,16.3855848,U-Bahn,910
3893,"Oberlaa, Laaer-Berg-Straße",48.1418656,16.3997263,Bus,910
3894,Reumannplatz,48.1731094,16.3774358,Bus,910
3895,Oberlaa,48.1434183,16.398629,Bus,910
3896,Oberlaa,48.1433615,16.3985714,Bus,910
3897,Oberlaa,48.1432052,16.3986935,Bus,910
3898,Oberlaa,48.1432141,16.3985801,Bus,910
3899,Oberlaa,48.1430341,16.398741,Bus,910
3900,Oberlaa,48.1432524,16.3983525,Bus,910
3901,Oberlaa,48.1432204,16.398481,Bus,910
3902,Oberlaa,48.1435891,16.3981759,Bus,910
3903,Alaudagasse,48.1537702,16.3824334,U-Bahn,910
3904,Alaudagasse,48.1537649,16.3822733,U-Bahn,910
3905,"Inzersdorf, Slamastraße",48.1391284,16.3416501,Bus,923
3906,Computerstraße,48.1574526,16.3424412,Bus,910
3907,Stranitzkygasse,48.1760651,16.3180803,Bus,912
3908,Pfenninggeldgasse,48.2069094,16.3147736,Bus,915
3909,Bacherplatz,48.1883196,16.3567393,Bus,905
3910,Donauturm,48.240261,16.409289,Bus,922
3911,Badeteich Süßenbrunn,48.2776858,16.4876126,Bus,922
3912,Heinrich-Drimmel-Platz,48.1879188,16.3913201,Straßenbahn,903
3913,Heinrich-Drimmel-Platz,48.1878914,16.3913193,Straßenbahn,903
3914,Indigoweg,48.1381739,16.3769611,Bus,910
3915,Mühlweg,48.2935902,16.3928643,Bus,921
3916,Jedleseer Friedhof,48.2702337,16.3835103,Bus,921
3917,Jedleseer Friedhof,48.2701689,16.383534,Bus,921
3918,"Jedlesee, Bellgasse",48.2629749,16.3868016,Bus,921
3919,Celtesgasse,48.2517293,16.2973615,Bus,919
3920,Armbrustergasse,48.2539059,16.3554672,Bus,919
3921,Neustifter Friedhof 1.Tor,48.247165,16.3045335,Bus,918
3922,Maroltingergasse,48.2143808,16.3057568,Straßenbahn,916
3923,Burggasse-Stadthalle,48.202087,16.3374977,Straßenbahn,907
3924,"Lainz, Wolkersbergenstraße",48.1751684,16.274354,Straßenbahn,913
3925,Hermine-Jursa-Gasse,48.1893759,16.4108901,Bus,903
3926,Hausfeldstraße,48.2332728,16.4862431,Straßenbahn,922
3927,Genochplatz,48.2292595,16.4559529,Bus,922
3928,Lackenjöchelgasse,48.2432198,16.492966,Bus,922
3929,Krautackergasse,48.2305664,16.5336348,Bus,922
3930,Stammersdorfer Kellergasse,48.3077437,16.4030852,Bus,921
3931,Stammersdorfer Kellergasse,48.3071226,16.4035642,Bus,921
3932,Hagenbrunner Straße,48.3024375,16.4063283,Bus,921
3933,Wien Tilakstraße,48.2967099,16.4276243,Bus,921
3934,Troststraße,48.1690452,16.3804591,U-Bahn,910
3935,Troststraße,48.1689845,16.3800852,U-Bahn,910
3936,Altes Landgut,48.1623352,16.3834408,U-Bahn,910
3937,Altes Landgut,48.1622634,16.383049,U-Bahn,910
3938,Oberlaa,48.1432757,16.3982035,Bus,910
3939,Alaudagasse,48.1526829,16.382181,Bus,910
3940,Glanzing,48.2431934,16.3217273,Bus,919
3941,Troststraße,48.1689041,16.3793847,Bus,910
3942,Klingerstraße,48.1488636,16.340019,Bus,923
3943,Klingerstraße,48.1490059,16.3396881,Bus,923
3944,Laxenburger Straße/Troststraße,48.1693632,16.368864,Bus,910
3945,"Neilreichgasse, Troststraße",48.1701051,16.3638214,Bus,910
3946,Rosiwalgasse,48.1379263,16.3828887,Bus,910
3947,Sterngasse,48.1486669,16.3426222,Bus,923
3948,Vera-Schwarz-Gasse,48.136322,16.3384441,Bus,923
3949,Ernst-Krenek-Gasse,48.1353224,16.3433267,Bus,923
3950,Großmarktstraße,48.1464441,16.367335,Bus,923
3951,Stockholmer Platz,48.1494714,16.3823628,Bus,910
3952,Alaudagasse,48.1525579,16.381722,Bus,910
3953,Himberger Straße,48.1436221,16.3826223,Bus,910
3954,Leopoldsdorfer Straße,48.1383107,16.3997493,Bus,910
3955,"Inzersdorf, Friedhof",48.1467581,16.3528826,Bus,923
3956,Jochen-Rindt-Straße,48.1460188,16.3547043,Bus,923
3957,Wienerfeld,48.1526701,16.3642632,Bus,910
3958,Alterlaa,48.1507918,16.3171704,Bus,923
3959,Großmarktstraße,48.1466065,16.3666834,Bus,923
3960,Vera-Schwarz-Gasse,48.1364283,16.3379005,Bus,923
3961,Himberger Straße,48.1426473,16.382669,Bus,910
3962,Vorarlberger Allee,48.1329722,16.3498265,Bus,923
3963,Attemsgasse,48.2479019,16.4342694,Bus,922
3964,Reumannplatz,48.1746771,16.3773818,Bus,910
3965,Kagran,48.2436474,16.4331311,Bus,922
3966,Kagran,48.2436922,16.4330731,Bus,922
3967,Vienna International Busterminal,48.1906816,16.4132637,Bus,903
3968,Vienna International Busterminal,48.1907814,16.4133808,Bus,903
3969,Vienna International Busterminal,48.1906463,16.4132013,Bus,903
3970,Vienna International Busterminal,48.1905841,16.4131168,Bus,903
3971,Vienna International Busterminal,48.1907483,16.4133479,Bus,903
3972,Vienna International Busterminal,48.1908708,16.4135569,Bus,903
3973,Vienna International Busterminal,48.1908109,16.4134666,Bus,903
3974,Vienna International Busterminal,48.1906152,16.4131589,Bus,903
3975,Vienna International Busterminal,48.1907162,16.4132945,Bus,903
3976,Vienna International Busterminal,48.1908435,16.4134857,Bus,903
3977,Neueßling,48.2494574,16.5323815,Bus,922
