Zugelassene Kraftfahrzeuge (absolut und pro 1.000 EinwohnerInnen) zu Jahresende seit 2002 - Bezirke Wien | Registered vehicles (absolute and per 1.000 inhabitants) at the end of the year since 2002 - districts of Vienna;;;;;;;;;;;;;;;;
NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;PKW_VALUE;BUS_VALUE;LKW_VALUE;TRA_VALUE;OTH_VALUE;BIK_VALUE;PKW_DENSITY;BUS_DENSITY;LKW_DENSITY;TRA_DENSITY;OTH_DENSITY;BIK_DENSITY
AT13;90000;90000;2002;20021231;647.382;3.641;58.132;3.212;4.993;67.505;409,00;2,30;36,73;2,03;3,15;42,65
AT13;90100;90100;2002;20021231;15.892;124;1.564;90;270;880;902,95;7,05;88,86;5,11;15,34;50,00
AT13;90200;90200;2002;20021231;30.927;8;2.118;70;195;3.136;345,52;0,09;23,66;0,78;2,18;35,04
AT13;90300;90300;2002;20021231;35.351;333;3.562;217;462;3.032;429,54;4,05;43,28;2,64;5,61;36,84
AT13;90400;90400;2002;20021231;13.247;190;1.203;61;132;1.090;453,35;6,50;41,17;2,09;4,52;37,30
AT13;90500;90500;2002;20021231;18.144;2;1.854;221;194;1.780;361,60;0,04;36,95;4,40;3,87;35,47
AT13;90600;90600;2002;20021231;11.852;8;975;43;87;1.205;412,63;0,28;33,95;1,50;3,03;41,95
AT13;90700;90700;2002;20021231;11.474;6;985;22;68;1.189;396,28;0,21;34,02;0,76;2,35;41,06
AT13;90800;90800;2002;20021231;8.952;7;700;14;48;922;394,40;0,31;30,84;0,62;2,11;40,62
AT13;90900;90900;2002;20021231;16.519;4;1.332;17;103;1.523;432,26;0,10;34,86;0,44;2,70;39,85
AT13;91000;91000;2002;20021231;59.194;20;4.164;241;345;5.794;382,64;0,13;26,92;1,56;2,23;37,45
AT13;91100;91100;2002;20021231;31.255;1;2.553;240;175;3.611;391,57;0,01;31,98;3,01;2,19;45,24
AT13;91200;91200;2002;20021231;29.470;33;2.303;115;153;2.971;369,90;0,41;28,91;1,44;1,92;37,29
AT13;91300;91300;2002;20021231;23.152;2;1.025;78;169;2.189;458,26;0,04;20,29;1,54;3,35;43,33
AT13;91400;91400;2002;20021231;31.956;10;1.874;89;217;3.405;401,37;0,13;23,54;1,12;2,73;42,77
AT13;91500;91500;2002;20021231;22.631;5;2.272;100;255;2.239;333,85;0,07;33,52;1,48;3,76;33,03
AT13;91600;91600;2002;20021231;30.917;3;2.441;80;199;3.312;348,50;0,03;27,52;0,90;2,24;37,33
AT13;91700;91700;2002;20021231;18.148;1;1.397;67;127;1.909;369,47;0,02;28,44;1,36;2,59;38,86
AT13;91800;91800;2002;20021231;18.021;12;987;28;91;1.885;393,87;0,26;21,57;0,61;1,99;41,20
AT13;91900;91900;2002;20021231;28.740;2;1.676;167;136;2.692;436,81;0,03;25,47;2,54;2,07;40,91
AT13;92000;92000;2002;20021231;25.987;421;1.458;49;108;2.368;334,41;5,42;18,76;0,63;1,39;30,47
AT13;92100;92100;2002;20021231;53.840;42;3.254;301;329;6.029;411,65;0,32;24,88;2,30;2,52;46,10
AT13;92200;92200;2002;20021231;60.036;24;3.424;498;478;7.185;431,08;0,17;24,59;3,58;3,43;51,59
AT13;92300;92300;2002;20021231;44.389;152;5.036;327;405;4.216;515,04;1,76;58,43;3,79;4,70;48,92
AT13;90000;90000;2003;20031231;652.418;3.602;58.396;3.282;4.907;68.358;407,54;2,25;36,48;2,05;3,07;42,70
AT13;90100;90100;2003;20031231;15.837;96;1.550;139;269;887;908,10;5,50;88,88;7,97;15,42;50,86
AT13;90200;90200;2003;20031231;31.453;9;2.105;71;184;3.192;348,17;0,10;23,30;0,79;2,04;35,33
AT13;90300;90300;2003;20031231;35.961;365;3.880;233;448;3.055;436,01;4,43;47,04;2,83;5,43;37,04
AT13;90400;90400;2003;20031231;13.186;158;1.155;62;130;1.105;449,09;5,38;39,34;2,11;4,43;37,63
AT13;90500;90500;2003;20031231;18.121;1;1.814;235;188;1.832;357,52;0,02;35,79;4,64;3,71;36,14
AT13;90600;90600;2003;20031231;11.757;6;936;49;88;1.219;408,09;0,21;32,49;1,70;3,05;42,31
AT13;90700;90700;2003;20031231;11.447;6;938;22;59;1.191;394,74;0,21;32,35;0,76;2,03;41,07
AT13;90800;90800;2003;20031231;8.928;5;674;11;43;967;383,55;0,21;28,96;0,47;1,85;41,54
AT13;90900;90900;2003;20031231;16.524;1;1.316;23;102;1.548;428,87;0,03;34,16;0,60;2,65;40,18
AT13;91000;91000;2003;20031231;59.967;22;4.225;236;353;5.969;380,51;0,14;26,81;1,50;2,24;37,88
AT13;91100;91100;2003;20031231;31.326;2;2.524;247;170;3.654;386,50;0,02;31,14;3,05;2,10;45,08
AT13;91200;91200;2003;20031231;29.572;31;2.273;114;162;3.003;364,32;0,38;28,00;1,40;2,00;37,00
AT13;91300;91300;2003;20031231;23.292;2;1.041;78;162;2.180;458,05;0,04;20,47;1,53;3,19;42,87
AT13;91400;91400;2003;20031231;32.384;11;1.887;97;223;3.433;403,68;0,14;23,52;1,21;2,78;42,79
AT13;91500;91500;2003;20031231;22.766;6;2.277;111;254;2.222;333,54;0,09;33,36;1,63;3,72;32,55
AT13;91600;91600;2003;20031231;31.103;1;2.427;68;201;3.386;347,81;0,01;27,14;0,76;2,25;37,86
AT13;91700;91700;2003;20031231;18.197;4;1.367;74;118;1.957;365,57;0,08;27,46;1,49;2,37;39,32
AT13;91800;91800;2003;20031231;18.127;11;989;32;96;1.947;393,17;0,24;21,45;0,69;2,08;42,23
AT13;91900;91900;2003;20031231;28.815;2;1.663;155;135;2.735;435,17;0,03;25,11;2,34;2,04;41,30
AT13;92000;92000;2003;20031231;26.132;401;1.495;49;108;2.379;330,14;5,07;18,89;0,62;1,36;30,06
AT13;92100;92100;2003;20031231;54.343;36;3.281;321;318;6.133;408,85;0,27;24,68;2,42;2,39;46,14
AT13;92200;92200;2003;20031231;61.171;27;3.533;488;475;7.436;432,50;0,19;24,98;3,45;3,36;52,58
AT13;92300;92300;2003;20031231;44.784;169;5.012;291;394;4.230;516,00;1,95;57,75;3,35;4,54;48,74
AT13;90000;90000;2004;20041231;655.172;3.678;58.322;3.348;4.789;68.800;404,36;2,27;36,00;2,07;2,96;42,46
AT13;90100;90100;2004;20041231;15.656;79;1.545;199;280;892;905,66;4,57;89,37;11,51;16,20;51,60
AT13;90200;90200;2004;20041231;31.716;9;2.236;64;186;3.147;348,30;0,10;24,56;0,70;2,04;34,56
AT13;90300;90300;2004;20041231;35.818;392;3.619;236;418;3.057;429,08;4,70;43,35;2,83;5,01;36,62
AT13;90400;90400;2004;20041231;13.136;119;1.149;53;126;1.114;445,91;4,04;39,00;1,80;4,28;37,82
AT13;90500;90500;2004;20041231;17.996;1;1.851;240;176;1.784;350,20;0,02;36,02;4,67;3,42;34,72
AT13;90600;90600;2004;20041231;11.757;4;944;52;84;1.258;406,42;0,14;32,63;1,80;2,90;43,49
AT13;90700;90700;2004;20041231;11.457;8;912;26;56;1.218;395,75;0,28;31,50;0,90;1,93;42,07
AT13;90800;90800;2004;20041231;8.867;5;652;11;44;967;378,61;0,21;27,84;0,47;1,88;41,29
AT13;90900;90900;2004;20041231;16.416;1;1.338;29;99;1.586;418,74;0,03;34,13;0,74;2,53;40,46
AT13;91000;91000;2004;20041231;60.190;23;4.228;242;341;6.026;373,40;0,14;26,23;1,50;2,12;37,38
AT13;91100;91100;2004;20041231;31.753;2;2.508;250;162;3.670;387,97;0,02;30,64;3,05;1,98;44,84
AT13;91200;91200;2004;20041231;29.715;25;2.319;111;141;3.014;359,56;0,30;28,06;1,34;1,71;36,47
AT13;91300;91300;2004;20041231;23.358;3;1.050;80;156;2.214;456,85;0,06;20,54;1,56;3,05;43,30
AT13;91400;91400;2004;20041231;32.474;11;1.823;95;223;3.460;400,70;0,14;22,49;1,17;2,75;42,69
AT13;91500;91500;2004;20041231;22.614;5;2.211;85;246;2.279;328,14;0,07;32,08;1,23;3,57;33,07
AT13;91600;91600;2004;20041231;31.072;1;2.482;70;210;3.483;342,42;0,01;27,35;0,77;2,31;38,38
AT13;91700;91700;2004;20041231;18.230;4;1.339;97;118;2.011;358,47;0,08;26,33;1,91;2,32;39,54
AT13;91800;91800;2004;20041231;18.183;12;962;35;97;1.986;390,74;0,26;20,67;0,75;2,08;42,68
AT13;91900;91900;2004;20041231;28.918;1;1.645;157;131;2.782;434,15;0,02;24,70;2,36;1,97;41,77
AT13;92000;92000;2004;20041231;26.112;436;1.511;51;108;2.454;325,69;5,44;18,85;0,64;1,35;30,61
AT13;92100;92100;2004;20041231;54.486;40;3.313;319;315;6.176;405,62;0,30;24,66;2,37;2,34;45,98
AT13;92200;92200;2004;20041231;62.267;27;3.577;483;458;7.505;433,06;0,19;24,88;3,36;3,19;52,20
AT13;92300;92300;2004;20041231;45.695;185;5.130;299;404;4.282;523,42;2,12;58,76;3,42;4,63;49,05
AT13;90000;90000;2005;20051231;655.806;3.535;58.506;3.411;4.794;69.428;399,48;2,15;35,64;2,08;2,92;42,29
AT13;90100;90100;2005;20051231;15.953;52;1.561;199;280;906;924,48;3,01;90,46;11,53;16,23;52,50
AT13;90200;90200;2005;20051231;31.890;10;2.375;67;186;3.167;348,09;0,11;25,92;0,73;2,03;34,57
AT13;90300;90300;2005;20051231;36.107;432;3.725;244;409;3.140;429,72;5,14;44,33;2,90;4,87;37,37
AT13;90400;90400;2005;20051231;13.109;88;1.129;63;129;1.114;439,81;2,95;37,88;2,11;4,33;37,38
AT13;90500;90500;2005;20051231;17.796;1;1.881;253;167;1.814;340,56;0,02;36,00;4,84;3,20;34,71
AT13;90600;90600;2005;20051231;11.682;3;914;43;90;1.260;400,03;0,10;31,30;1,47;3,08;43,15
AT13;90700;90700;2005;20051231;11.386;4;865;27;57;1.261;384,17;0,13;29,19;0,91;1,92;42,55
AT13;90800;90800;2005;20051231;8.822;2;715;12;44;1.016;375,53;0,09;30,44;0,51;1,87;43,25
AT13;90900;90900;2005;20051231;16.310;1;1.389;32;98;1.599;414,75;0,03;35,32;0,81;2,49;40,66
AT13;91000;91000;2005;20051231;60.160;23;4.259;260;332;6.187;363,60;0,14;25,74;1,57;2,01;37,39
AT13;91100;91100;2005;20051231;31.608;4;2.615;251;162;3.729;382,49;0,05;31,64;3,04;1,96;45,13
AT13;91200;91200;2005;20051231;29.765;48;2.437;107;143;3.015;354,81;0,57;29,05;1,28;1,70;35,94
AT13;91300;91300;2005;20051231;23.325;2;1.074;87;159;2.235;455,11;0,04;20,96;1,70;3,10;43,61
AT13;91400;91400;2005;20051231;32.429;10;1.770;98;215;3.535;394,54;0,12;21,53;1,19;2,62;43,01
AT13;91500;91500;2005;20051231;22.292;6;2.223;83;247;2.286;318,41;0,09;31,75;1,19;3,53;32,65
AT13;91600;91600;2005;20051231;31.081;3;2.506;80;199;3.499;334,24;0,03;26,95;0,86;2,14;37,63
AT13;91700;91700;2005;20051231;18.253;5;1.306;106;121;2.037;352,10;0,10;25,19;2,04;2,33;39,29
AT13;91800;91800;2005;20051231;18.073;15;938;39;104;2.035;384,70;0,32;19,97;0,83;2,21;43,32
AT13;91900;91900;2005;20051231;28.906;1;1.587;154;122;2.854;430,93;0,01;23,66;2,30;1,82;42,55
AT13;92000;92000;2005;20051231;26.004;427;1.515;48;108;2.492;321,04;5,27;18,70;0,59;1,33;30,77
AT13;92100;92100;2005;20051231;54.606;38;3.385;332;318;6.245;402,65;0,28;24,96;2,45;2,34;46,05
AT13;92200;92200;2005;20051231;63.177;27;3.646;477;469;7.618;433,17;0,19;25,00;3,27;3,22;52,23
AT13;92300;92300;2005;20051231;45.658;161;5.205;287;414;4.389;517,42;1,82;58,99;3,25;4,69;49,74
AT13;90000;90000;2006;20061231;658.081;3.546;58.742;3.417;4.766;71.196;397,24;2,14;35,46;2,06;2,88;42,98
AT13;90100;90100;2006;20061231;16.146;49;1.513;186;281;944;936,16;2,82;87,75;10,79;16,29;54,76
AT13;90200;90200;2006;20061231;31.814;9;2.455;66;184;3.242;341,49;0,10;26,36;0,71;1,98;34,80
AT13;90300;90300;2006;20061231;36.567;444;3.857;252;406;3.187;435,24;5,29;45,91;3,01;4,84;37,93
AT13;90400;90400;2006;20061231;13.052;75;1.131;65;127;1.148;432,98;2,48;37,52;2,17;4,20;38,08
AT13;90500;90500;2006;20061231;17.652;1;1.861;266;162;1.854;337,11;0,02;35,55;5,08;3,10;35,40
AT13;90600;90600;2006;20061231;11.594;3;903;40;89;1.299;394,31;0,10;30,69;1,36;3,03;44,16
AT13;90700;90700;2006;20061231;11.318;4;842;26;55;1.299;378,78;0,15;28,17;0,88;1,85;43,48
AT13;90800;90800;2006;20061231;8.733;2;706;13;45;1.047;369,31;0,07;29,87;0,54;1,92;44,29
AT13;90900;90900;2006;20061231;16.097;2;1.399;32;97;1.638;411,00;0,04;35,71;0,82;2,48;41,82
AT13;91000;91000;2006;20061231;60.431;20;4.303;254;338;6.287;358,83;0,12;25,55;1,51;2,00;37,33
AT13;91100;91100;2006;20061231;31.903;4;2.664;258;161;3.818;385,91;0,05;32,22;3,12;1,94;46,18
AT13;91200;91200;2006;20061231;29.995;55;2.454;108;144;3.093;354,89;0,65;29,04;1,28;1,70;36,59
AT13;91300;91300;2006;20061231;23.231;2;1.037;86;163;2.295;452,79;0,04;20,22;1,67;3,17;44,72
AT13;91400;91400;2006;20061231;32.458;10;1.774;96;214;3.633;390,89;0,12;21,37;1,15;2,57;43,75
AT13;91500;91500;2006;20061231;22.171;6;2.236;79;239;2.349;315,58;0,09;31,83;1,13;3,41;33,44
AT13;91600;91600;2006;20061231;31.054;5;2.517;81;201;3.586;330,56;0,05;26,80;0,86;2,14;38,17
AT13;91700;91700;2006;20061231;18.196;6;1.304;105;116;2.105;346,04;0,11;24,81;2,00;2,21;40,04
AT13;91800;91800;2006;20061231;17.986;14;928;39;103;2.090;380,79;0,30;19,65;0,83;2,17;44,25
AT13;91900;91900;2006;20061231;28.851;1;1.622;156;122;2.942;426,81;0,01;23,99;2,31;1,80;43,52
AT13;92000;92000;2006;20061231;25.945;428;1.535;51;109;2.546;318,86;5,26;18,87;0,63;1,34;31,29
AT13;92100;92100;2006;20061231;54.958;37;3.407;325;314;6.431;401,12;0,27;24,86;2,37;2,29;46,94
AT13;92200;92200;2006;20061231;64.379;24;3.748;485;471;7.907;435,37;0,16;25,35;3,28;3,18;53,47
AT13;92300;92300;2006;20061231;45.944;161;5.316;289;415;4.507;511,74;1,79;59,21;3,22;4,62;50,20
AT13;90000;90000;2007;20071231;657.426;3.604;59.619;3.487;4.737;73.336;394,74;2,16;35,80;2,09;2,84;44,03
AT13;90100;90100;2007;20071231;16.267;46;1.481;176;282;989;956,09;2,69;87,07;10,36;16,56;58,11
AT13;90200;90200;2007;20071231;31.596;9;2.564;67;182;3.334;338,77;0,09;27,49;0,72;1,95;35,74
AT13;90300;90300;2007;20071231;36.864;463;4.034;266;403;3.248;442,19;5,55;48,39;3,19;4,84;38,96
AT13;90400;90400;2007;20071231;12.937;62;1.145;69;124;1.188;428,86;2,05;37,96;2,28;4,12;39,38
AT13;90500;90500;2007;20071231;17.430;1;1.861;284;158;1.903;333,23;0,03;35,59;5,43;3,01;36,37
AT13;90600;90600;2007;20071231;11.455;3;901;38;88;1.344;389,05;0,10;30,59;1,28;2,99;45,66
AT13;90700;90700;2007;20071231;11.200;5;827;26;53;1.344;374,65;0,16;27,68;0,88;1,78;44,97
AT13;90800;90800;2007;20071231;8.604;1;705;14;47;1.084;364,93;0,05;29,90;0,58;1,99;45,98
AT13;90900;90900;2007;20071231;15.811;3;1.423;33;96;1.685;402,87;0,07;36,27;0,84;2,46;42,94
AT13;91000;91000;2007;20071231;60.433;16;4.395;252;343;6.417;354,60;0,10;25,79;1,48;2,01;37,65
AT13;91100;91100;2007;20071231;32.057;4;2.743;269;159;3.927;380,20;0,05;32,53;3,19;1,89;46,57
AT13;91200;91200;2007;20071231;30.092;63;2.498;111;144;3.186;352,89;0,74;29,30;1,30;1,69;37,37
AT13;91300;91300;2007;20071231;23.032;2;1.011;86;166;2.366;449,90;0,03;19,75;1,68;3,25;46,22
AT13;91400;91400;2007;20071231;32.342;9;1.797;95;212;3.750;386,78;0,11;21,50;1,14;2,54;44,85
AT13;91500;91500;2007;20071231;21.951;7;2.274;77;232;2.425;312,35;0,10;32,36;1,09;3,30;34,51
AT13;91600;91600;2007;20071231;30.888;6;2.556;84;202;3.691;328,40;0,06;27,18;0,89;2,15;39,24
AT13;91700;91700;2007;20071231;18.058;7;1.317;106;111;2.185;344,27;0,12;25,11;2,03;2,12;41,67
AT13;91800;91800;2007;20071231;17.819;14;929;40;101;2.156;376,53;0,29;19,62;0,84;2,14;45,57
AT13;91900;91900;2007;20071231;28.666;1;1.675;161;121;3.046;422,51;0,01;24,68;2,37;1,79;44,89
AT13;92000;92000;2007;20071231;25.770;435;1.572;56;109;2.613;315,49;5,32;19,25;0,68;1,34;31,99
AT13;92100;92100;2007;20071231;55.065;37;3.466;324;310;6.653;398,92;0,27;25,11;2,35;2,24;48,20
AT13;92200;92200;2007;20071231;65.298;22;3.893;501;472;8.244;435,26;0,15;25,95;3,34;3,15;54,95
AT13;92300;92300;2007;20071231;46.025;163;5.487;296;415;4.649;507,68;1,80;60,52;3,26;4,58;51,28
AT13;90000;90000;2008;20081231;657.192;3.607;60.628;3.546;4.747;75.819;392,37;2,15;36,20;2,12;2,83;45,27
AT13;90100;90100;2008;20081231;16.398;42;1.451;165;285;1.038;976,06;2,51;86,36;9,85;16,95;61,81
AT13;90200;90200;2008;20081231;31.398;8;2.681;67;181;3.441;336,31;0,09;28,71;0,72;1,94;36,85
AT13;90300;90300;2008;20081231;37.185;475;4.223;279;404;3.322;448,38;5,72;50,92;3,36;4,87;40,06
AT13;90400;90400;2008;20081231;12.830;48;1.162;72;123;1.234;423,18;1,59;38,32;2,38;4,05;40,70
AT13;90500;90500;2008;20081231;17.218;2;1.865;301;154;1.960;329,42;0,03;35,68;5,77;2,95;37,50
AT13;90600;90600;2008;20081231;11.323;3;900;35;88;1.397;386,87;0,10;30,76;1,20;3,00;47,72
AT13;90700;90700;2008;20081231;11.088;5;814;26;52;1.396;370,21;0,17;27,18;0,87;1,73;46,62
AT13;90800;90800;2008;20081231;8.482;1;705;14;49;1.126;359,24;0,03;29,85;0,61;2,06;47,71
AT13;90900;90900;2008;20081231;15.536;3;1.452;33;96;1.740;395,74;0,08;36,97;0,85;2,45;44,33
AT13;91000;91000;2008;20081231;60.474;13;4.497;249;351;6.573;351,09;0,07;26,11;1,45;2,04;38,16
AT13;91100;91100;2008;20081231;32.231;4;2.829;280;159;4.054;370,40;0,05;32,51;3,22;1,83;46,58
AT13;91200;91200;2008;20081231;30.208;70;2.548;114;146;3.295;349,26;0,81;29,46;1,31;1,69;38,10
AT13;91300;91300;2008;20081231;22.849;1;986;86;171;2.449;448,08;0,03;19,33;1,68;3,36;48,03
AT13;91400;91400;2008;20081231;32.246;9;1.825;94;213;3.885;384,45;0,10;21,75;1,12;2,53;46,32
AT13;91500;91500;2008;20081231;21.745;7;2.317;74;226;2.513;308,92;0,10;32,91;1,05;3,21;35,70
AT13;91600;91600;2008;20081231;30.742;8;2.601;86;206;3.813;326,25;0,08;27,60;0,92;2,18;40,47
AT13;91700;91700;2008;20081231;17.931;7;1.332;107;107;2.277;343,33;0,14;25,51;2,05;2,05;43,60
AT13;91800;91800;2008;20081231;17.664;13;930;40;101;2.233;371,95;0,28;19,59;0,85;2,12;47,02
AT13;91900;91900;2008;20081231;28.501;1;1.732;165;122;3.165;419,76;0,01;25,51;2,43;1,79;46,61
AT13;92000;92000;2008;20081231;25.611;435;1.613;60;111;2.691;313,43;5,32;19,74;0,74;1,36;32,93
AT13;92100;92100;2008;20081231;55.208;36;3.533;322;308;6.907;396,96;0,26;25,40;2,32;2,21;49,66
AT13;92200;92200;2008;20081231;66.256;19;4.049;517;477;8.624;435,62;0,13;26,62;3,40;3,14;56,70
AT13;92300;92300;2008;20081231;46.136;163;5.673;302;419;4.813;504,58;1,78;62,04;3,30;4,58;52,64
AT13;90000;90000;2009;20091231;663.926;3.726;60.796;3.573;4.645;77.958;394,19;2,21;36,10;2,12;2,76;46,29
AT13;90100;90100;2009;20091231;16.705;40;1.399;153;281;1.084;1.008,86;2,41;84,50;9,23;16,98;65,50
AT13;90200;90200;2009;20091231;31.532;8;2.761;67;177;3.531;334,86;0,08;29,33;0,71;1,88;37,50
AT13;90300;90300;2009;20091231;37.903;502;4.356;289;395;3.380;457,32;6,05;52,56;3,49;4,76;40,78
AT13;90400;90400;2009;20091231;12.858;35;1.162;75;118;1.275;424,13;1,17;38,34;2,48;3,91;42,04
AT13;90500;90500;2009;20091231;17.187;2;1.842;317;147;2.008;328,68;0,03;35,22;6,05;2,82;38,40
AT13;90600;90600;2009;20091231;11.309;3;887;32;85;1.443;387,46;0,10;30,39;1,10;2,92;49,44
AT13;90700;90700;2009;20091231;11.094;6;789;26;49;1.442;370,58;0,19;26,35;0,85;1,65;48,19
AT13;90800;90800;2009;20091231;8.448;0;695;15;49;1.164;357,78;0,02;29,42;0,64;2,09;49,30
AT13;90900;90900;2009;20091231;15.423;4;1.460;34;94;1.787;393,11;0,11;37,20;0,86;2,40;45,55
AT13;91000;91000;2009;20091231;61.157;10;4.538;244;351;6.695;351,66;0,06;26,09;1,40;2,02;38,50
AT13;91100;91100;2009;20091231;32.749;4;2.877;289;155;4.162;368,83;0,05;32,40;3,26;1,75;46,87
AT13;91200;91200;2009;20091231;30.646;79;2.563;115;144;3.389;351,03;0,91;29,36;1,32;1,65;38,82
AT13;91300;91300;2009;20091231;22.907;1;946;85;172;2.521;449,20;0,02;18,55;1,66;3,38;49,44
AT13;91400;91400;2009;20091231;32.492;9;1.827;92;208;4.004;386,69;0,10;21,74;1,09;2,47;47,65
AT13;91500;91500;2009;20091231;21.767;8;2.328;71;215;2.590;308,07;0,11;32,94;1,00;3,04;36,65
AT13;91600;91600;2009;20091231;30.920;9;2.609;88;204;3.918;326,37;0,10;27,54;0,93;2,15;41,35
AT13;91700;91700;2009;20091231;17.993;8;1.329;107;101;2.359;343,78;0,16;25,39;2,05;1,93;45,07
AT13;91800;91800;2009;20091231;17.694;13;919;41;98;2.300;371,51;0,27;19,30;0,85;2,05;48,29
AT13;91900;91900;2009;20091231;28.635;1;1.766;168;119;3.271;422,83;0,01;26,08;2,48;1,76;48,30
AT13;92000;92000;2009;20091231;25.723;449;1.632;64;110;2.757;313,65;5,47;19,90;0,78;1,34;33,61
AT13;92100;92100;2009;20091231;55.937;36;3.551;317;299;7.131;399,50;0,26;25,36;2,27;2,13;50,93
AT13;92200;92200;2009;20091231;67.927;17;4.150;528;471;8.972;440,68;0,11;26,93;3,42;3,06;58,21
AT13;92300;92300;2009;20091231;46.738;168;5.782;305;413;4.956;508,93;1,83;62,96;3,33;4,49;53,96
AT13;90000;90000;2010;20101231;669.279;3.716;61.185;3.601;4.652;79.566;394,72;2,19;36,08;2,12;2,74;46,93
AT13;90100;90100;2010;20101231;16.979;36;1.352;140;284;1.124;1.033,89;2,19;82,33;8,52;17,29;68,44
AT13;90200;90200;2010;20101231;31.596;7;2.853;67;176;3.598;332,67;0,07;30,04;0,71;1,85;37,88
AT13;90300;90300;2010;20101231;38.549;512;4.506;300;395;3.412;461,76;6,13;53,97;3,59;4,73;40,87
AT13;90400;90400;2010;20101231;12.858;21;1.167;78;117;1.307;422,80;0,69;38,37;2,56;3,85;42,98
AT13;90500;90500;2010;20101231;17.117;2;1.825;332;144;2.042;325,79;0,04;34,74;6,32;2,74;38,87
AT13;90600;90600;2010;20101231;11.270;3;877;29;85;1.480;384,76;0,10;29,94;0,99;2,90;50,53
AT13;90700;90700;2010;20101231;11.074;6;766;25;48;1.479;368,76;0,20;25,51;0,83;1,60;49,25
AT13;90800;90800;2010;20101231;8.394;0;687;16;51;1.194;360,64;0,00;29,52;0,69;2,19;51,30
AT13;90900;90900;2010;20101231;15.273;5;1.473;34;94;1.822;388,31;0,13;37,45;0,86;2,39;46,32
AT13;91000;91000;2010;20101231;61.713;6;4.595;239;359;6.769;351,68;0,03;26,19;1,36;2,05;38,57
AT13;91100;91100;2010;20101231;33.202;4;2.935;298;155;4.241;369,45;0,04;32,66;3,32;1,72;47,19
AT13;91200;91200;2010;20101231;31.022;86;2.587;117;146;3.460;353,20;0,98;29,45;1,33;1,66;39,39
AT13;91300;91300;2010;20101231;22.913;1;909;84;177;2.576;449,71;0,02;17,84;1,65;3,47;50,56
AT13;91400;91400;2010;20101231;32.669;8;1.835;90;208;4.095;387,31;0,09;21,75;1,07;2,47;48,55
AT13;91500;91500;2010;20101231;21.741;8;2.347;67;209;2.649;305,41;0,11;32,97;0,94;2,94;37,21
AT13;91600;91600;2010;20101231;31.032;11;2.627;90;207;3.996;327,35;0,12;27,71;0,95;2,18;42,15
AT13;91700;91700;2010;20101231;18.016;9;1.330;107;97;2.426;344,45;0,17;25,43;2,05;1,85;46,38
AT13;91800;91800;2010;20101231;17.685;12;911;41;97;2.351;371,64;0,25;19,14;0,86;2,04;49,41
AT13;91900;91900;2010;20101231;28.708;1;1.807;171;120;3.355;422,94;0,01;26,62;2,52;1,77;49,43
AT13;92000;92000;2010;20101231;25.778;447;1.657;68;111;2.803;312,33;5,42;20,08;0,82;1,34;33,96
AT13;92100;92100;2010;20101231;56.553;35;3.582;312;297;7.309;399,74;0,25;25,32;2,21;2,10;51,66
AT13;92200;92200;2010;20101231;69.475;14;4.268;539;476;9.264;443,48;0,09;27,24;3,44;3,04;59,13
AT13;92300;92300;2010;20101231;47.244;167;5.913;309;416;5.065;508,44;1,80;63,64;3,33;4,48;54,51
AT13;90000;90000;2011;20111231;674.526;3.670;62.307;3.654;4.557;81.076;394,78;2,15;36,47;2,14;2,67;47,45
AT13;90100;90100;2011;20111231;17.027;32;1.347;137;281;1.174;1.038,45;1,95;82,15;8,36;17,14;71,60
AT13;90200;90200;2011;20111231;31.908;11;2.953;71;176;3.570;333,58;0,11;30,87;0,74;1,84;37,32
AT13;90300;90300;2011;20111231;38.027;497;4.283;294;370;3.481;452,02;5,91;50,91;3,49;4,40;41,38
AT13;90400;90400;2011;20111231;12.890;22;1.165;70;118;1.352;421,55;0,72;38,10;2,29;3,86;44,22
AT13;90500;90500;2011;20111231;17.002;1;1.838;348;152;2.068;323,04;0,02;34,92;6,61;2,89;39,29
AT13;90600;90600;2011;20111231;11.259;4;873;29;90;1.483;384,24;0,14;29,79;0,99;3,07;50,61
AT13;90700;90700;2011;20111231;11.121;7;761;28;41;1.526;370,41;0,23;25,35;0,93;1,37;50,83
AT13;90800;90800;2011;20111231;8.340;0;672;13;48;1.233;355,80;0,00;28,67;0,55;2,05;52,60
AT13;90900;90900;2011;20111231;15.128;4;1.424;33;86;1.846;385,48;0,10;36,29;0,84;2,19;47,04
AT13;91000;91000;2011;20111231;62.651;11;4.795;249;352;6.912;353,03;0,06;27,02;1,40;1,98;38,95
AT13;91100;91100;2011;20111231;33.743;6;3.091;300;157;4.343;371,73;0,07;34,05;3,30;1,73;47,84
AT13;91200;91200;2011;20111231;31.381;79;2.637;122;145;3.538;355,16;0,89;29,85;1,38;1,64;40,04
AT13;91300;91300;2011;20111231;23.055;1;891;84;168;2.606;454,13;0,02;17,55;1,65;3,31;51,33
AT13;91400;91400;2011;20111231;32.960;4;1.835;88;203;4.248;388,89;0,05;21,65;1,04;2,40;50,12
AT13;91500;91500;2011;20111231;21.810;6;2.320;80;200;2.679;305,63;0,08;32,51;1,12;2,80;37,54
AT13;91600;91600;2011;20111231;31.183;12;2.638;91;200;4.029;327,17;0,13;27,68;0,95;2,10;42,27
