ds,traffic_real,traffic_forecast_without_corona,delta,delta_percent,znr
2020-11-10,6134,8435,-2301,-27.28,1216
2020-11-11,6134,8437,-2303,-27.3,1216
2020-11-12,6134,8432,-2298,-27.25,1216
2020-11-13,6534,8655,-2121,-24.51,1216
2020-11-14,4962,6359,-1397,-21.97,1216
2020-11-15,3917,5042,-1125,-22.31,1216
2020-11-16,6545,8184,-1639,-20.03,1216
2020-11-17,6134,8428,-2294,-27.22,1216
2020-11-18,6134,8424,-2290,-27.18,1216
2020-11-19,6134,8412,-2278,-27.08,1216
2020-11-20,6534,8627,-2093,-24.26,1216
2020-11-21,4962,6324,-1362,-21.54,1216
2020-11-22,3917,4998,-1081,-21.63,1216
2020-11-23,6545,8132,-1587,-19.52,1216
2020-11-24,6134,8368,-2234,-26.7,1216
2020-11-25,6134,8357,-2223,-26.6,1216
2020-11-26,6134,8340,-2206,-26.45,1216
2020-11-27,6534,8551,-2017,-23.59,1216
2020-11-28,4962,6245,-1283,-20.54,1216
2020-11-29,3917,4917,-1000,-20.34,1216
2020-11-30,6545,8053,-1508,-18.73,1216
2020-12-01,6474,8291,-1817,-21.92,1216
2020-12-02,6474,8285,-1811,-21.86,1216
2020-12-03,6474,8274,-1800,-21.75,1216
2020-12-04,6902,8492,-1590,-18.72,1216
2020-12-05,5258,6194,-936,-15.11,1216
2020-12-06,3752,4877,-1125,-23.07,1216
2020-12-07,6548,8022,-1474,-18.37,1216
2020-12-08,6474,8270,-1796,-21.72,1216
2020-12-09,6474,8273,-1799,-21.75,1216
2020-12-10,6474,8271,-1797,-21.73,1216
2020-12-11,6902,8496,-1594,-18.76,1216
2020-12-12,5258,6205,-947,-15.26,1216
2020-12-13,3752,4892,-1140,-23.3,1216
2020-12-14,6548,8039,-1491,-18.55,1216
2020-12-15,6474,8287,-1813,-21.88,1216
2020-12-16,6474,8288,-1814,-21.89,1216
2020-12-17,6474,8281,-1807,-21.82,1216
2020-12-18,6902,8499,-1597,-18.79,1216
2020-12-19,5258,6198,-940,-15.17,1216
2020-12-20,3752,4872,-1120,-22.99,1216
2020-12-21,6548,8005,-1457,-18.2,1216
2020-12-22,6474,8237,-1763,-21.4,1216
2020-12-23,6474,8220,-1746,-21.24,1216
2020-12-24,6474,8194,-1720,-20.99,1216
2020-12-25,6902,8393,-1491,-17.76,1216
2020-12-26,5258,6072,-814,-13.41,1216
2020-12-27,3752,4728,-976,-20.64,1216
2020-12-28,6548,7842,-1294,-16.5,1216
2020-12-29,6474,8058,-1584,-19.66,1216
2020-12-30,6474,8026,-1552,-19.34,1216
2020-12-31,6474,7988,-1514,-18.95,1216
2021-01-01,6262,8176,-1914,-23.41,1216
2021-01-02,4606,5849,-1243,-21.25,1216
2021-01-03,3575,4500,-925,-20.56,1216
2021-01-04,5754,7615,-1861,-24.44,1216
2021-01-05,6002,7833,-1831,-23.38,1216
2021-01-06,6002,7807,-1805,-23.12,1216
2021-01-07,6002,7778,-1776,-22.83,1216
2021-01-08,6262,7980,-1718,-21.53,1216
2021-01-09,4606,5667,-1061,-18.72,1216
2021-01-10,3575,4336,-761,-17.55,1216
2021-01-11,5754,7470,-1716,-22.97,1216
2021-01-12,6002,7710,-1708,-22.15,1216
2021-01-13,6002,7706,-1704,-22.11,1216
2021-01-14,6002,7700,-1698,-22.05,1216
2021-01-15,6262,7924,-1662,-20.97,1216
2021-01-16,4606,5633,-1027,-18.23,1216
2021-01-17,3575,4323,-748,-17.3,1216
2021-01-18,5754,7476,-1722,-23.03,1216
2021-01-19,6002,7733,-1731,-22.38,1216
2021-01-20,6002,7744,-1742,-22.49,1216
2021-01-21,6002,7750,-1748,-22.55,1216
2021-01-22,6262,7983,-1721,-21.56,1216
2021-01-23,4606,5699,-1093,-19.18,1216
2021-01-24,3575,4392,-817,-18.6,1216
2021-01-25,5754,7545,-1791,-23.74,1216
2021-01-26,6002,7799,-1797,-23.04,1216
2021-01-27,6002,7805,-1803,-23.1,1216
2021-01-28,6002,7803,-1801,-23.08,1216
2021-01-29,6262,8027,-1765,-21.99,1216
2021-01-30,4606,5732,-1126,-19.64,1216
2021-01-31,3575,4413,-838,-18.99,1216
2021-02-01,6572,7553,-981,-12.99,1216
2021-02-02,6764,7794,-1030,-13.22,1216
2021-02-03,6764,7788,-1024,-13.15,1216
2021-02-04,6764,7774,-1010,-12.99,1216
2021-02-05,6874,7988,-1114,-13.95,1216
2021-02-06,5047,5684,-637,-11.21,1216
2021-02-07,4095,4359,-264,-6.06,1216
2021-02-08,6572,7496,-924,-12.33,1216
2021-02-09,6764,7736,-972,-12.56,1216
2021-02-10,6764,7731,-967,-12.51,1216
2021-02-11,6764,7722,-958,-12.41,1216
2021-02-12,6874,7943,-1069,-13.46,1216
2021-02-13,5047,5649,-602,-10.66,1216
2021-02-14,4095,4336,-241,-5.56,1216
2021-02-15,6572,7488,-916,-12.23,1216
2021-02-16,6764,7744,-980,-12.65,1216
2021-02-17,6764,7757,-993,-12.8,1216
2021-02-18,6764,7766,-1002,-12.9,1216
2021-02-19,6874,8006,-1132,-14.14,1216
2021-02-20,5047,5731,-684,-11.94,1216
2021-02-21,4095,4436,-341,-7.69,1216
2021-02-22,6572,7605,-1033,-13.58,1216
2021-02-23,6764,7876,-1112,-14.12,1216
2021-02-24,6764,7903,-1139,-14.41,1216
2021-02-25,6764,7924,-1160,-14.64,1216
2021-02-26,6874,8172,-1298,-15.88,1216
2021-02-27,5047,5903,-856,-14.5,1216
2021-02-28,4095,4611,-516,-11.19,1216
2021-03-01,6792,7779,-987,-12.69,1216
2021-03-02,7128,8047,-919,-11.42,1216
2021-03-03,7128,8068,-940,-11.65,1216
2021-03-04,7128,8080,-952,-11.78,1216
2021-03-05,7154,8317,-1163,-13.98,1216
2021-03-06,5512,6035,-523,-8.67,1216
2021-03-07,4116,4729,-613,-12.96,1216
2021-03-08,6792,7881,-1089,-13.82,1216
2021-03-09,7128,8134,-1006,-12.37,1216
2021-03-10,7128,8138,-1010,-12.41,1216
2021-03-11,7128,8135,-1007,-12.38,1216
2021-03-12,7154,8358,-1204,-14.41,1216
2021-03-13,5512,6063,-551,-9.09,1216
2021-03-14,4116,4746,-630,-13.27,1216
2021-03-15,6792,7890,-1098,-13.92,1216
2021-03-16,7128,8136,-1008,-12.39,1216
2021-03-17,7128,8138,-1010,-12.41,1216
2021-03-18,7128,8134,-1006,-12.37,1216
2021-03-19,7154,8361,-1207,-14.44,1216
2021-03-20,5512,6072,-560,-9.22,1216
2021-03-21,4116,4764,-648,-13.6,1216
2021-03-22,6792,7920,-1128,-14.24,1216
2021-03-23,7128,8181,-1053,-12.87,1216
2021-03-24,7128,8198,-1070,-13.05,1216
2021-03-25,7128,8213,-1085,-13.21,1216
2021-03-26,7154,8458,-1304,-15.42,1216
2021-03-27,5512,6189,-677,-10.94,1216
2021-03-28,4116,4901,-785,-16.02,1216
2021-03-29,6792,8076,-1284,-15.9,1216
2021-03-30,7128,8355,-1227,-14.69,1216
2021-03-31,7128,8390,-1262,-15.04,1216
2021-04-01,6549,8419,-1870,-22.21,1216
2021-04-02,6907,8676,-1769,-20.39,1216
2021-04-03,5030,6416,-1386,-21.6,1216
2021-04-04,4089,5133,-1044,-20.34,1216
2021-04-05,6634,8311,-1677,-20.18,1216
2021-04-06,6549,8589,-2040,-23.75,1216
2021-04-07,6549,8618,-2069,-24.01,1216
2021-04-08,6549,8640,-2091,-24.2,1216
2021-04-09,6907,8885,-1978,-22.26,1216
2021-04-10,5030,6611,-1581,-23.91,1216
2021-04-11,4089,5311,-1222,-23.01,1216
2021-04-12,6634,8470,-1836,-21.68,1216
2021-04-13,6549,8727,-2178,-24.96,1216
2021-04-14,6549,8734,-2185,-25.02,1216
2021-04-15,6549,8732,-2183,-25.0,1216
2021-04-16,6907,8955,-2048,-22.87,1216
2021-04-17,5030,6657,-1627,-24.44,1216
2021-04-18,4089,5336,-1247,-23.37,1216
2021-04-19,6634,8474,-1840,-21.71,1216
2021-04-20,6549,8712,-2163,-24.83,1216
2021-04-21,6549,8703,-2154,-24.75,1216
2021-04-22,6549,8687,-2138,-24.61,1216
2021-04-23,6907,8898,-1991,-22.38,1216
2021-04-24,5030,6593,-1563,-23.71,1216
2021-04-25,4089,5266,-1177,-22.35,1216
2021-04-26,6634,8402,-1768,-21.04,1216
2021-04-27,6549,8641,-2092,-24.21,1216
2021-04-28,6549,8636,-2087,-24.17,1216
2021-04-29,6549,8626,-2077,-24.08,1216
2021-04-30,6907,8846,-1939,-21.92,1216
2021-05-01,5835,6551,-716,-10.93,1216
2021-05-02,4444,5236,-792,-15.13,1216
2021-05-03,7551,8384,-833,-9.94,1216
2021-05-04,7845,8636,-791,-9.16,1216
2021-05-05,7845,8643,-798,-9.23,1216
2021-05-06,7845,8645,-800,-9.25,1216
2021-05-07,7918,8876,-958,-10.79,1216
2021-05-08,5835,6590,-755,-11.46,1216
2021-05-09,4444,5282,-838,-15.87,1216
2021-05-10,7551,8436,-885,-10.49,1216
2021-05-11,7845,8691,-846,-9.73,1216
2021-05-12,7845,8700,-855,-9.83,1216
2021-05-13,7845,8701,-856,-9.84,1216
2021-05-14,7918,8928,-1010,-11.31,1216
2021-05-15,5835,6636,-801,-12.07,1216
2021-05-16,4444,5320,-876,-16.47,1216
2021-05-17,7551,8464,-913,-10.79,1216
2021-05-18,7845,8708,-863,-9.91,1216
2021-05-19,7845,8705,-860,-9.88,1216
2021-05-20,7845,8693,-848,-9.75,1216
2021-05-21,7918,8907,-989,-11.1,1216
2021-05-22,5835,6603,-768,-11.63,1216
2021-05-23,4444,5275,-831,-15.75,1216
2021-05-24,7551,8409,-858,-10.2,1216
2021-05-25,7845,8644,-799,-9.24,1216
2021-05-26,7845,8633,-788,-9.13,1216
2021-05-27,7845,8616,-771,-8.95,1216
2021-05-28,7918,8827,-909,-10.3,1216
2021-05-29,5835,6522,-687,-10.53,1216
2021-05-30,4444,5197,-753,-14.49,1216
2021-05-31,7551,8335,-784,-9.41,1216
2021-06-01,8138,8577,-439,-5.12,1216
2021-06-02,8138,8575,-437,-5.1,1216
2021-06-03,8138,8569,-431,-5.03,1216
2021-06-04,8044,8792,-748,-8.51,1216
2021-06-05,6133,6500,-367,-5.65,1216
2021-06-06,5065,5188,-123,-2.37,1216
2021-06-07,7599,8339,-740,-8.87,1216
2021-06-08,8138,8593,-455,-5.3,1216
2021-06-09,8138,8602,-464,-5.39,1216
2021-06-10,8138,8604,-466,-5.42,1216
2021-06-11,8044,8834,-790,-8.94,1216
2021-06-12,6133,6547,-414,-6.32,1216
2021-06-13,5065,5236,-171,-3.27,1216
2021-06-14,7599,8384,-785,-9.36,1216
2021-06-15,8138,8632,-494,-5.72,1216
2021-06-16,8138,8631,-493,-5.71,1216
2021-06-17,8138,8620,-482,-5.59,1216
2021-06-18,8044,8833,-789,-8.93,1216
2021-06-19,6133,6525,-392,-6.01,1216
2021-06-20,5065,5190,-125,-2.41,1216
2021-06-21,7599,8312,-713,-8.58,1216
2021-06-22,8138,8531,-393,-4.61,1216
2021-06-23,8138,8500,-362,-4.26,1216
2021-06-24,8138,8458,-320,-3.78,1216
2021-06-25,8044,8640,-596,-6.9,1216
2021-06-26,6133,6301,-168,-2.67,1216
2021-06-27,5065,4937,128,2.59,1216
2021-06-28,7599,8031,-432,-5.38,1216
2021-06-29,8138,8226,-88,-1.07,1216
2021-06-30,8138,8173,-35,-0.43,1216
2021-07-01,6655,8113,-1458,-17.97,1216
2021-07-02,6964,8282,-1318,-15.91,1216
2021-07-03,5156,5934,-778,-13.11,1216
2021-07-04,4411,4566,-155,-3.39,1216
2021-07-05,6237,7661,-1424,-18.59,1216
2021-07-06,6655,7862,-1207,-15.35,1216
2021-07-07,6655,7821,-1166,-14.91,1216
2021-07-08,6655,7777,-1122,-14.43,1216
2021-07-09,6964,7966,-1002,-12.58,1216
2021-07-10,5156,5642,-486,-8.61,1216
2021-07-11,4411,4302,109,2.53,1216
2021-07-12,6237,7428,-1191,-16.03,1216
2021-07-13,6655,7661,-1006,-13.13,1216
2021-07-14,6655,7653,-998,-13.04,1216
2021-07-15,6655,7643,-988,-12.93,1216
2021-07-16,6964,7865,-901,-11.46,1216
2021-07-17,5156,5573,-417,-7.48,1216
2021-07-18,4411,4263,148,3.47,1216
2021-07-19,6237,7416,-1179,-15.9,1216
2021-07-20,6655,7673,-1018,-13.27,1216
2021-07-21,6655,7684,-1029,-13.39,1216
2021-07-22,6655,7690,-1035,-13.46,1216
2021-07-23,6964,7922,-958,-12.09,1216
2021-07-24,5156,5636,-480,-8.52,1216
2021-07-25,4411,4326,85,1.96,1216
2021-07-26,6237,7474,-1237,-16.55,1216
2021-07-27,6655,7722,-1067,-13.82,1216
2021-07-28,6655,7720,-1065,-13.8,1216
2021-07-29,6655,7708,-1053,-13.66,1216
2021-07-30,6964,7920,-956,-12.07,1216
2021-07-31,5156,5611,-455,-8.11,1216
2021-08-01,4402,4276,126,2.95,1216
2021-08-02,6206,7399,-1193,-16.12,1216
2021-08-03,6423,7621,-1198,-15.72,1216
2021-08-04,6423,7595,-1172,-15.43,1216
2021-08-05,6423,7560,-1137,-15.04,1216
2021-08-06,6580,7751,-1171,-15.11,1216
2021-08-07,5147,5424,-277,-5.11,1216
2021-08-08,4402,4075,327,8.02,1216
2021-08-09,6206,7189,-983,-13.67,1216
2021-08-10,6423,7407,-984,-13.28,1216
2021-08-11,6423,7381,-958,-12.98,1216
2021-08-12,6423,7353,-930,-12.65,1216
2021-08-13,6580,7556,-976,-12.92,1216
2021-08-14,5147,5246,-99,-1.89,1216
2021-08-15,4402,3920,482,12.3,1216
2021-08-16,6206,7062,-856,-12.12,1216
2021-08-17,6423,7311,-888,-12.15,1216
2021-08-18,6423,7321,-898,-12.27,1216
2021-08-19,6423,7331,-908,-12.39,1216
2021-08-20,6580,7574,-994,-13.12,1216
2021-08-21,5147,5307,-160,-3.01,1216
2021-08-22,4402,4024,378,9.39,1216
2021-08-23,6206,7207,-1001,-13.89,1216
2021-08-24,6423,7497,-1074,-14.33,1216
2021-08-25,6423,7545,-1122,-14.87,1216
2021-08-26,6423,7591,-1168,-15.39,1216
2021-08-27,6580,7866,-1286,-16.35,1216
2021-08-28,5147,5626,-479,-8.51,1216
2021-08-29,4402,4365,37,0.85,1216
2021-08-30,6206,7566,-1360,-17.98,1216
2021-08-31,6423,7867,-1444,-18.36,1216
2021-09-01,7246,7921,-675,-8.52,1216
2021-09-02,7246,7967,-721,-9.05,1216
2021-09-03,7509,8237,-728,-8.84,1216
2021-09-04,6072,5986,86,1.44,1216
2021-09-05,5268,4709,559,11.87,1216
2021-09-06,6962,7890,-928,-11.76,1216
2021-09-07,7246,8167,-921,-11.28,1216
2021-09-08,7246,8194,-948,-11.57,1216
2021-09-09,7246,8210,-964,-11.74,1216
2021-09-10,7509,8449,-940,-11.13,1216
2021-09-11,6072,6167,-95,-1.54,1216
2021-09-12,5268,4859,409,8.42,1216
2021-09-13,6962,8009,-1047,-13.07,1216
2021-09-14,7246,8258,-1012,-12.25,1216
2021-09-15,7246,8258,-1012,-12.25,1216
2021-09-16,7246,8251,-1005,-12.18,1216
2021-09-17,7509,8470,-961,-11.35,1216
2021-09-18,6072,6171,-99,-1.6,1216
2021-09-19,5268,4851,417,8.6,1216
2021-09-20,6962,7993,-1031,-12.9,1216
2021-09-21,7246,8238,-992,-12.04,1216
2021-09-22,7246,8239,-993,-12.05,1216
2021-09-23,7246,8236,-990,-12.02,1216
2021-09-24,7509,8463,-954,-11.27,1216
2021-09-25,6072,6176,-104,-1.68,1216
2021-09-26,5268,4870,398,8.17,1216
2021-09-27,6962,8029,-1067,-13.29,1216
2021-09-28,7246,8292,-1046,-12.61,1216
2021-09-29,7246,8311,-1065,-12.81,1216
2021-09-30,7246,8327,-1081,-12.98,1216
2021-10-01,7794,8573,-779,-9.09,1216
2021-10-02,6035,6303,-268,-4.25,1216
2021-10-03,4975,5013,-38,-0.76,1216
2021-10-04,6913,8185,-1272,-15.54,1216
2021-10-05,7266,8458,-1192,-14.09,1216
2021-10-06,7266,8485,-1219,-14.37,1216
2021-10-07,7266,8506,-1240,-14.58,1216
2021-10-08,7794,8752,-958,-10.95,1216
2021-10-09,6035,6479,-444,-6.85,1216
2021-10-10,4975,5182,-207,-3.99,1216
2021-10-11,6913,8343,-1430,-17.14,1216
2021-10-12,7266,8603,-1337,-15.54,1216
2021-10-13,7266,8614,-1348,-15.65,1216
2021-10-14,7266,8615,-1349,-15.66,1216
2021-10-15,7794,8840,-1046,-11.83,1216
2021-10-16,6035,6545,-510,-7.79,1216
2021-10-17,4975,5224,-249,-4.77,1216
2021-10-18,6913,8361,-1448,-17.32,1216
2021-10-19,7266,8598,-1332,-15.49,1216
2021-10-20,7266,8585,-1319,-15.36,1216
2021-10-21,7266,8564,-1298,-15.16,1216
2021-10-22,7794,8769,-975,-11.12,1216
2021-10-23,6035,6456,-421,-6.52,1216
2021-10-24,4975,5119,-144,-2.81,1216
2021-10-25,6913,8244,-1331,-16.15,1216
2021-10-26,7266,8471,-1205,-14.23,1216
2021-10-27,7266,8452,-1186,-14.03,1216
2021-10-28,7266,8427,-1161,-13.78,1216
2021-10-29,7794,8631,-837,-9.7,1216
2021-10-30,6035,6320,-285,-4.51,1216
2021-10-31,4975,4989,-14,-0.28,1216
2021-11-01,6866,8121,-1255,-15.45,1216
2021-11-02,7375,8356,-981,-11.74,1216
2021-11-03,7375,8348,-973,-11.66,1216
2021-11-04,7375,8336,-961,-11.53,1216
2021-11-05,7805,8552,-747,-8.73,1216
2021-11-06,5946,6254,-308,-4.92,1216
2021-11-07,4700,4935,-235,-4.76,1216
2021-11-08,6866,8079,-1213,-15.01,1216
2021-11-09,7375,8325,-950,-11.41,1216
2021-11-10,7375,8327,-952,-11.43,1216
2021-11-11,7375,8322,-947,-11.38,1216
2021-11-12,7805,8545,-740,-8.66,1216
2021-11-13,5946,6251,-305,-4.88,1216
2021-11-14,4700,4934,-234,-4.74,1216
2021-11-15,6866,8078,-1212,-15.0,1216
2021-11-16,7375,8323,-948,-11.39,1216
2021-11-17,7375,8320,-945,-11.36,1216
2021-11-18,7375,8311,-936,-11.26,1216
2021-11-19,7805,8527,-722,-8.47,1216
2021-11-20,5946,6225,-279,-4.48,1216
2021-11-21,4700,4900,-200,-4.08,1216
2021-11-22,6866,8036,-1170,-14.56,1216
2021-11-23,7375,8272,-897,-10.84,1216
2021-11-24,7375,8262,-887,-10.74,1216
2021-11-25,7375,8245,-870,-10.55,1216
2021-11-26,7805,8456,-651,-7.7,1216
2021-11-27,5946,6150,-204,-3.32,1216
2021-11-28,4700,4822,-122,-2.53,1216
2021-11-29,6866,7956,-1090,-13.7,1216
2021-11-30,7375,8193,-818,-9.98,1216
2021-12-01,6889,8185,-1296,-15.83,1216
2021-12-02,6889,8172,-1283,-15.7,1216
2021-12-03,6733,8388,-1655,-19.73,1216
2021-12-04,5714,6089,-375,-6.16,1216
2021-12-05,4119,4769,-650,-13.63,1216
2021-12-06,6885,7913,-1028,-12.99,1216
2021-12-07,6889,8159,-1270,-15.57,1216
2021-12-08,6889,8161,-1272,-15.59,1216
2021-12-09,6889,8158,-1269,-15.56,1216
2021-12-10,6733,8383,-1650,-19.68,1216
2021-12-11,5714,6092,-378,-6.2,1216
2021-12-12,4119,4779,-660,-13.81,1216
2021-12-13,6885,7927,-1042,-13.14,1216
2021-12-14,6889,8176,-1287,-15.74,1216
2021-12-15,6889,8179,-1290,-15.77,1216
2021-12-16,6889,8174,-1285,-15.72,1216
2021-12-17,6733,8395,-1662,-19.8,1216
2021-12-18,5714,6096,-382,-6.27,1216
2021-12-19,4119,4774,-655,-13.72,1216
2021-12-20,6885,7910,-1025,-12.96,1216
2021-12-21,6889,8146,-1257,-15.43,1216
2021-12-22,6889,8133,-1244,-15.3,1216
2021-12-23,6889,8110,-1221,-15.06,1216
2021-12-24,6733,8313,-1580,-19.01,1216
2021-12-25,5714,5995,-281,-4.69,1216
2021-12-26,4119,4653,-534,-11.48,1216
2021-12-27,6885,7771,-886,-11.4,1216
2021-12-28,6889,7988,-1099,-13.76,1216
2021-12-29,6889,7957,-1068,-13.42,1216
2021-12-30,6889,7920,-1031,-13.02,1216
2021-12-31,6733,8109,-1376,-16.97,1216
2022-01-01,5413,5781,-368,-6.37,1216
2022-01-02,4019,4431,-412,-9.3,1216
2022-01-03,6450,7544,-1094,-14.5,1216
2022-01-04,6754,7760,-1006,-12.96,1216
2022-01-05,6754,7732,-978,-12.65,1216
2022-01-06,6754,7699,-945,-12.27,1216
2022-01-07,7135,7897,-762,-9.65,1216
2022-01-08,5413,5581,-168,-3.01,1216
2022-01-09,4019,4246,-227,-5.35,1216
2022-01-10,6450,7376,-926,-12.55,1216
2022-01-11,6754,7611,-857,-11.26,1216
2022-01-12,6754,7603,-849,-11.17,1216
2022-01-13,6754,7593,-839,-11.05,1216
2022-01-14,7135,7813,-678,-8.68,1216
2022-01-15,5413,5519,-106,-1.92,1216
2022-01-16,4019,4206,-187,-4.45,1216
2022-01-17,6450,7357,-907,-12.33,1216
2022-01-18,6754,7612,-858,-11.27,1216
2022-01-19,6754,7622,-868,-11.39,1216
2022-01-20,6754,7627,-873,-11.45,1216
2022-01-21,7135,7860,-725,-9.22,1216
2022-01-22,5413,5576,-163,-2.92,1216
2022-01-23,4019,4271,-252,-5.9,1216
2022-01-24,6450,7425,-975,-13.13,1216
2022-01-25,6754,7681,-927,-12.07,1216
2022-01-26,6754,7689,-935,-12.16,1216
2022-01-27,6754,7690,-936,-12.17,1216
2022-01-28,7135,7916,-781,-9.87,1216
2022-01-29,5413,5623,-210,-3.73,1216
2022-01-30,4019,4306,-287,-6.67,1216
2020-02-01,14480,13784,696,5.05,1619
2020-02-02,10900,10298,602,5.85,1619
2020-02-03,17654,17641,13,0.07,1619
2020-02-04,18023,17958,65,0.36,1619
2020-02-05,18023,17959,64,0.36,1619
2020-02-06,18023,17962,61,0.34,1619
2020-02-07,18756,18253,503,2.76,1619
2020-02-08,14480,13805,675,4.89,1619
2020-02-09,10900,10304,596,5.78,1619
2020-02-10,17654,17637,17,0.1,1619
2020-02-11,18023,17949,74,0.41,1619
2020-02-12,18023,17948,75,0.42,1619
2020-02-13,18023,17956,67,0.37,1619
2020-02-14,18756,18255,501,2.74,1619
2020-02-15,14480,13821,659,4.77,1619
2020-02-16,10900,10337,563,5.45,1619
2020-02-17,17654,17691,-37,-0.21,1619
2020-02-18,18023,18026,-3,-0.02,1619
2020-02-19,18023,18052,-29,-0.16,1619
2020-02-20,18023,18087,-64,-0.35,1619
2020-02-21,18756,18414,342,1.86,1619
2020-02-22,14480,14007,473,3.38,1619
2020-02-23,10900,10549,351,3.33,1619
2020-02-24,17654,17927,-273,-1.52,1619
2020-02-25,18023,18284,-261,-1.43,1619
2020-02-26,18023,18326,-303,-1.65,1619
2020-02-27,18023,18375,-352,-1.92,1619
2020-02-28,18756,18711,45,0.24,1619
2020-02-29,14480,14307,173,1.21,1619
2020-03-01,8340,10848,-2508,-23.12,1619
2020-03-02,13195,18220,-5025,-27.58,1619
2020-03-03,13549,18565,-5016,-27.02,1619
2020-03-04,13549,18592,-5043,-27.12,1619
2020-03-05,13549,18621,-5072,-27.24,1619
2020-03-06,14688,18934,-4246,-22.43,1619
2020-03-07,10686,14505,-3819,-26.33,1619
2020-03-08,8340,11019,-2679,-24.31,1619
2020-03-09,13195,18362,-5167,-28.14,1619
2020-03-10,13549,18680,-5131,-27.47,1619
2020-03-11,13549,18680,-5131,-27.47,1619
2020-03-12,13549,18683,-5134,-27.48,1619
2020-03-13,14688,18975,-4287,-22.59,1619
2020-03-14,10686,14527,-3841,-26.44,1619
2020-03-15,8340,11027,-2687,-24.37,1619
2020-03-16,13195,18360,-5165,-28.13,1619
2020-03-17,13549,18674,-5125,-27.44,1619
2020-03-18,13549,18676,-5127,-27.45,1619
2020-03-19,13549,18687,-5138,-27.5,1619
2020-03-20,14688,18991,-4303,-22.66,1619
2020-03-21,10686,14562,-3876,-26.62,1619
2020-03-22,8340,11085,-2745,-24.76,1619
2020-03-23,13195,18446,-5251,-28.47,1619
2020-03-24,13549,18792,-5243,-27.9,1619
2020-03-25,13549,18828,-5279,-28.04,1619
2020-03-26,13549,18875,-5326,-28.22,1619
2020-03-27,14688,19217,-4529,-23.57,1619
2020-03-28,10686,14825,-4139,-27.92,1619
2020-03-29,8340,11384,-3044,-26.74,1619
2020-03-30,13195,18780,-5585,-29.74,1619
2020-03-31,13549,19156,-5607,-29.27,1619
2020-04-01,12424,19219,-6795,-35.36,1619
2020-04-02,12424,19288,-6864,-35.59,1619
2020-04-03,12385,19646,-7261,-36.96,1619
2020-04-04,9928,15264,-5336,-34.96,1619
2020-04-05,7177,11828,-4651,-39.32,1619
2020-04-06,12270,19220,-6950,-36.16,1619
2020-04-07,12424,19587,-7163,-36.57,1619
2020-04-08,12424,19634,-7210,-36.72,1619
2020-04-09,12424,19681,-7257,-36.87,1619
2020-04-10,12385,20011,-7626,-38.11,1619
2020-04-11,9928,15597,-5669,-36.35,1619
2020-04-12,7177,12122,-4945,-40.79,1619
2020-04-13,12270,19475,-7205,-37.0,1619
2020-04-14,12424,19799,-7375,-37.25,1619
2020-04-15,12424,19802,-7378,-37.26,1619
2020-04-16,12424,19805,-7381,-37.27,1619
2020-04-17,12385,20091,-7706,-38.36,1619
2020-04-18,9928,15635,-5707,-36.5,1619
2020-04-19,7177,12123,-4946,-40.8,1619
2020-04-20,12270,19440,-7170,-36.88,1619
2020-04-21,12424,19733,-7309,-37.04,1619
2020-04-22,12424,19711,-7287,-36.97,1619
2020-04-23,12424,19693,-7269,-36.91,1619
2020-04-24,12385,19966,-7581,-37.97,1619
2020-04-25,9928,15502,-5574,-35.96,1619
2020-04-26,7177,11986,-4809,-40.12,1619
2020-04-27,12270,19307,-7037,-36.45,1619
2020-04-28,12424,19608,-7184,-36.64,1619
2020-04-29,12424,19599,-7175,-36.61,1619
2020-04-30,12424,19599,-7175,-36.61,1619
2020-05-01,17418,19891,-2473,-12.43,1619
2020-05-02,13859,15449,-1590,-10.29,1619
2020-05-03,9737,11958,-2221,-18.57,1619
2020-05-04,16668,19303,-2635,-13.65,1619
2020-05-05,16884,19628,-2744,-13.98,1619
2020-05-06,16884,19641,-2757,-14.04,1619
2020-05-07,16884,19661,-2777,-14.12,1619
2020-05-08,17418,19972,-2554,-12.79,1619
2020-05-09,13859,15544,-1685,-10.84,1619
2020-05-10,9737,12062,-2325,-19.28,1619
2020-05-11,16668,19412,-2744,-14.14,1619
2020-05-12,16884,19739,-2855,-14.46,1619
2020-05-13,16884,19748,-2864,-14.5,1619
2020-05-14,16884,19760,-2876,-14.55,1619
2020-05-15,17418,20057,-2639,-13.16,1619
2020-05-16,13859,15613,-1754,-11.23,1619
2020-05-17,9737,12112,-2375,-19.61,1619
2020-05-18,16668,19440,-2772,-14.26,1619
2020-05-19,16884,19743,-2859,-14.48,1619
2020-05-20,16884,19728,-2844,-14.42,1619
2020-05-21,16884,19715,-2831,-14.36,1619
2020-05-22,17418,19989,-2571,-12.86,1619
2020-05-23,13859,15524,-1665,-10.73,1619
2020-05-24,9737,12004,-2267,-18.89,1619
2020-05-25,16668,19317,-2649,-13.71,1619
2020-05-26,16884,19608,-2724,-13.89,1619
2020-05-27,16884,19586,-2702,-13.8,1619
2020-05-28,16884,19571,-2687,-13.73,1619
2020-05-29,17418,19848,-2430,-12.24,1619
2020-05-30,13859,15391,-1532,-9.95,1619
2020-05-31,9737,11883,-2146,-18.06,1619
2020-06-01,18256,19213,-957,-4.98,1619
2020-06-02,19007,19526,-519,-2.66,1619
2020-06-03,19007,19527,-520,-2.66,1619
